Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Latitude,Longitude,date,year,month,day
Alabama,US,2020-04-13 23:07:54,3734,99,0,32.3182,-86.9023,Apr13,2020,4,13
Alaska,US,2020-04-13 23:07:54,277,8,0,61.3707,-152.4044,Apr13,2020,4,13
Arizona,US,2020-04-13 23:07:54,3705,122,0,33.7298,-111.4312,Apr13,2020,4,13
Arkansas,US,2020-04-13 23:07:54,1410,29,0,34.9697,-92.3731,Apr13,2020,4,13
California,US,2020-04-13 23:07:54,23931,715,0,36.1162,-119.6816,Apr13,2020,4,13
Colorado,US,2020-04-13 23:07:54,7691,306,0,39.0598,-105.3111,Apr13,2020,4,13
Connecticut,US,2020-04-13 23:07:54,13381,602,0,41.5978,-72.7554,Apr13,2020,4,13
Delaware,US,2020-04-13 23:07:54,1758,41,0,39.3185,-75.5071,Apr13,2020,4,13
District of Columbia,US,2020-04-13 23:07:54,1955,52,0,38.8974,-77.0268,Apr13,2020,4,13
Florida,US,2020-04-13 23:07:54,21019,499,0,27.7663,-81.6868,Apr13,2020,4,13
Georgia,US,2020-04-13 23:07:54,13315,465,0,33.0406,-83.6431,Apr13,2020,4,13
Hawaii,US,2020-04-13 23:07:54,504,9,0,21.0943,-157.4983,Apr13,2020,4,13
Idaho,US,2020-04-13 23:07:54,1426,27,0,44.2405,-114.4788,Apr13,2020,4,13
Illinois,US,2020-04-13 23:07:54,22025,798,0,40.3495,-88.9861,Apr13,2020,4,13
Indiana,US,2020-04-13 23:07:54,8359,350,0,39.8494,-86.2583,Apr13,2020,4,13
Iowa,US,2020-04-13 23:07:54,1710,41,0,42.0115,-93.2105,Apr13,2020,4,13
Kansas,US,2020-04-13 23:07:54,1390,62,0,38.5266,-96.7265,Apr13,2020,4,13
Kentucky,US,2020-04-13 23:07:54,2018,113,0,37.6681,-84.6701,Apr13,2020,4,13
Louisiana,US,2020-04-13 23:07:54,21016,884,0,31.1695,-91.8678,Apr13,2020,4,13
Maine,US,2020-04-13 23:07:54,698,19,0,44.6939,-69.3819,Apr13,2020,4,13
