Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,date,year,month,day,Latitude,Longitude
Hubei,Mainland China,2020-02-18T23:13:11,61682,1921,9128,Feb18,2020,2,18,30.9756,112.2707
Guangdong,Mainland China,2020-02-18T13:43:02,1328,4,565,Feb18,2020,2,18,23.3417,113.4244
Henan,Mainland China,2020-02-18T14:23:02,1257,19,522,Feb18,2020,2,18,33.882,113.614
Zhejiang,Mainland China,2020-02-18T12:23:02,1172,0,535,Feb18,2020,2,18,29.1832,120.0934
Hunan,Mainland China,2020-02-18T13:43:02,1007,4,527,Feb18,2020,2,18,27.6104,111.7088
Anhui,Mainland China,2020-02-18T13:43:02,982,6,361,Feb18,2020,2,18,31.8257,117.2264
Jiangxi,Mainland China,2020-02-18T01:33:01,933,1,310,Feb18,2020,2,18,27.614,115.7221
Jiangsu,Mainland China,2020-02-18T12:33:02,629,0,280,Feb18,2020,2,18,32.9711,119.455
Chongqing,Mainland China,2020-02-18T23:23:03,555,5,254,Feb18,2020,2,18,30.0572,107.874
Shandong,Mainland China,2020-02-18T12:13:08,543,3,211,Feb18,2020,2,18,36.3427,118.1498
Diamond Princess cruise ship,Others,2020-02-18T16:53:03,542,0,0,Feb18,2020,2,18,35.4437,139.638
Sichuan,Mainland China,2020-02-18T12:33:02,508,3,169,Feb18,2020,2,18,30.6171,102.7103
Heilongjiang,Mainland China,2020-02-18T11:03:12,464,11,111,Feb18,2020,2,18,47.862,127.7615
Beijing,Mainland China,2020-02-18T02:13:06,387,4,122,Feb18,2020,2,18,40.1824,116.4142
Shanghai,Mainland China,2020-02-18T05:03:08,333,1,177,Feb18,2020,2,18,31.202,121.4491
Hebei,Mainland China,2020-02-18T23:53:01,306,4,136,Feb18,2020,2,18,38.0428,114.5149
Fujian,Mainland China,2020-02-18T09:43:08,292,0,93,Feb18,2020,2,18,26.0789,117.9874
Guangxi,Mainland China,2020-02-18T12:33:02,242,2,69,Feb18,2020,2,18,23.8298,108.7881
Shaanxi,Mainland China,2020-02-18T14:23:02,240,0,89,Feb18,2020,2,18,35.1917,108.8701
Yunnan,Mainland China,2020-02-18T09:43:08,172,0,57,Feb18,2020,2,18,24.974,101.487
Hainan,Mainland China,2020-02-18T10:43:02,163,4,79,Feb18,2020,2,18,19.1959,109.7453
Guizhou,Mainland China,2020-02-18T13:33:02,146,2,66,Feb18,2020,2,18,26.8154,106.8748
Shanxi,Mainland China,2020-02-18T23:23:03,131,0,61,Feb18,2020,2,18,37.5777,112.2922
Tianjin,Mainland China,2020-02-18T13:53:02,128,3,48,Feb18,2020,2,18,39.3054,117.323
Liaoning,Mainland China,2020-02-18T12:53:02,121,1,53,Feb18,2020,2,18,41.2956,122.6085
Gansu,Mainland China,2020-02-18T14:53:02,91,2,62,Feb18,2020,2,18,36.0611,103.8343
Jilin,Mainland China,2020-02-18T07:43:02,89,1,36,Feb18,2020,2,18,43.6661,126.1923
,Singapore,2020-02-18T16:53:03,81,0,29,Feb18,2020,2,18,1.2833,103.8333
Xinjiang,Mainland China,2020-02-18T01:03:15,76,1,12,Feb18,2020,2,18,41.1129,85.2401
,Japan,2020-02-18T17:23:04,74,1,13,Feb18,2020,2,18,36.0,138.0
Inner Mongolia,Mainland China,2020-02-18T02:03:06,73,0,8,Feb18,2020,2,18,44.0935,113.9448
Ningxia,Mainland China,2020-02-18T10:23:03,70,0,42,Feb18,2020,2,18,37.2692,106.1655
Hong Kong,Hong Kong,2020-02-18T23:43:02,62,1,2,Feb18,2020,2,18,22.3,114.2
,Thailand,2020-02-17T07:33:02,35,0,15,Feb18,2020,2,18,15.0,101.0
,South Korea,2020-02-18T03:43:02,31,0,12,Feb18,2020,2,18,36.0,128.0
,Malaysia,2020-02-18T16:23:02,22,0,13,Feb18,2020,2,18,2.5,112.5
Taiwan,Taiwan,2020-02-17T15:43:02,22,1,2,Feb18,2020,2,18,23.7,121.0
Qinghai,Mainland China,2020-02-18T07:43:02,18,0,15,Feb18,2020,2,18,35.7452,95.9956
,Germany,2020-02-18T17:03:03,16,0,12,Feb18,2020,2,18,51.0,9.0
,Vietnam,2020-02-13T06:33:02,16,0,7,Feb18,2020,2,18,16.0,108.0
,France,2020-02-15T20:53:02,12,1,4,Feb18,2020,2,18,47.0,2.0
Macau,Macau,2020-02-16T12:03:06,10,0,5,Feb18,2020,2,18,22.1667,113.55
,UK,2020-02-16T16:23:06,9,0,8,Feb18,2020,2,18,55.0,-3.0
,United Arab Emirates,2020-02-16T20:43:02,9,0,4,Feb18,2020,2,18,24.0,54.0
Queensland,Australia,2020-02-09T19:33:02,5,0,0,Feb18,2020,2,18,-28.0167,153.4
British Columbia,Canada,2020-02-17T08:03:07,5,0,0,Feb18,2020,2,18,49.2827,-123.1207
New South Wales,Australia,2020-02-13T17:53:03,4,0,4,Feb18,2020,2,18,-33.8688,151.2093
Victoria,Australia,2020-02-13T17:53:03,4,0,4,Feb18,2020,2,18,-37.8136,144.9631
,India,2020-02-16T07:43:02,3,0,3,Feb18,2020,2,18,21.0,78.0
,Italy,2020-02-07T17:53:02,3,0,0,Feb18,2020,2,18,43.0,12.0
,Philippines,2020-02-12T07:43:02,3,1,1,Feb18,2020,2,18,13.0,122.0
South Australia,Australia,2020-02-17T08:13:09,2,0,2,Feb18,2020,2,18,-34.9285,138.6007
"Toronto, ON",Canada,2020-02-04T00:13:06,2,0,0,Feb18,2020,2,18,43.6532,-79.3832
,Russia,2020-02-12T14:43:03,2,0,2,Feb18,2020,2,18,60.0,90.0
,Spain,2020-02-15T17:23:04,2,0,2,Feb18,2020,2,18,40.0,-4.0
"Chicago, IL",US,2020-02-09T19:03:03,2,0,2,Feb18,2020,2,18,41.8781,-87.6298
"San Benito, CA",US,2020-02-03T03:53:02,2,0,0,Feb18,2020,2,18,36.5761,-120.9876
"San Diego County, CA",US,2020-02-13T03:13:08,2,0,0,Feb18,2020,2,18,32.7157,-117.1611
"Santa Clara, CA",US,2020-02-03T00:43:02,2,0,0,Feb18,2020,2,18,37.3541,-121.9552
,Belgium,2020-02-17T04:23:06,1,0,1,Feb18,2020,2,18,50.8333,4.0
,Cambodia,2020-02-12T07:43:02,1,0,1,Feb18,2020,2,18,11.55,104.9167
"London, ON",Canada,2020-02-12T18:53:03,1,0,1,Feb18,2020,2,18,42.9849,-81.2453
,Egypt,2020-02-14T23:53:02,1,0,0,Feb18,2020,2,18,26.0,30.0
,Finland,2020-02-12T00:03:12,1,0,1,Feb18,2020,2,18,64.0,26.0
Tibet,Mainland China,2020-02-12T06:43:02,1,0,1,Feb18,2020,2,18,31.6927,88.0924
,Nepal,2020-02-12T14:43:03,1,0,1,Feb18,2020,2,18,28.1667,84.25
,Sri Lanka,2020-02-08T03:43:03,1,0,1,Feb18,2020,2,18,7.0,81.0
,Sweden,2020-02-01T02:13:26,1,0,0,Feb18,2020,2,18,63.0,16.0
"Boston, MA",US,2020-02-01T19:43:03,1,0,0,Feb18,2020,2,18,42.3601,-71.0589
"Los Angeles, CA",US,2020-02-01T19:53:03,1,0,0,Feb18,2020,2,18,34.0522,-118.2437
"Madison, WI",US,2020-02-05T21:53:02,1,0,0,Feb18,2020,2,18,43.0731,-89.4012
"Orange, CA",US,2020-02-01T19:53:03,1,0,0,Feb18,2020,2,18,33.7879,-117.8531
"San Antonio, TX",US,2020-02-13T18:53:02,1,0,0,Feb18,2020,2,18,29.4241,-98.4936
"Seattle, WA",US,2020-02-09T07:03:04,1,0,1,Feb18,2020,2,18,47.6062,-122.3321
"Tempe, AZ",US,2020-02-01T19:43:03,1,0,0,Feb18,2020,2,18,33.4255,-111.94
