Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,datetime,date,year,month,day,hr,min
Hubei,Mainland China,2/4/20 1:23,13522,414,396,2020-02-03 21:40:00,Feb03,2020,2,3,21,40
Zhejiang,Mainland China,2/4/20 1:43,829,0,48,2020-02-03 21:40:00,Feb03,2020,2,3,21,40
Guangdong,Mainland China,2/4/20 1:43,797,0,21,2020-02-03 21:40:00,Feb03,2020,2,3,21,40
Henan,Mainland China,2/4/20 1:23,675,2,20,2020-02-03 21:40:00,Feb03,2020,2,3,21,40
Hunan,Mainland China,2/4/20 1:43,593,0,22,2020-02-03 21:40:00,Feb03,2020,2,3,21,40
Anhui,Mainland China,2/4/20 0:43,480,0,14,2020-02-03 21:40:00,Feb03,2020,2,3,21,40
Jiangxi,Mainland China,2/4/20 1:43,476,0,19,2020-02-03 21:40:00,Feb03,2020,2,3,21,40
Chongqing,Mainland China,2/3/20 23:43,337,2,9,2020-02-03 21:40:00,Feb03,2020,2,3,21,40
Jiangsu,Mainland China,2/4/20 1:03,308,0,8,2020-02-03 21:40:00,Feb03,2020,2,3,21,40
Sichuan,Mainland China,2/4/20 1:43,282,1,14,2020-02-03 21:40:00,Feb03,2020,2,3,21,40
Shandong,Mainland China,2/4/20 0:53,270,0,7,2020-02-03 21:40:00,Feb03,2020,2,3,21,40
Beijing,Mainland China,2/3/20 9:23,212,1,12,2020-02-03 21:40:00,Feb03,2020,2,3,21,40
Shanghai,Mainland China,2/4/20 0:13,208,1,10,2020-02-03 21:40:00,Feb03,2020,2,3,21,40
Fujian,Mainland China,2/3/20 11:33,179,0,1,2020-02-03 21:40:00,Feb03,2020,2,3,21,40
Heilongjiang,Mainland China,2/4/20 0:53,155,2,2,2020-02-03 21:40:00,Feb03,2020,2,3,21,40
Shaanxi,Mainland China,2/4/20 2:33,142,0,1,2020-02-03 21:40:00,Feb03,2020,2,3,21,40
Guangxi,Mainland China,2/4/20 0:33,139,0,7,2020-02-03 21:40:00,Feb03,2020,2,3,21,40
Hebei,Mainland China,2/4/20 0:23,126,1,3,2020-02-03 21:40:00,Feb03,2020,2,3,21,40
Yunnan,Mainland China,2/3/20 23:23,117,0,5,2020-02-03 21:40:00,Feb03,2020,2,3,21,40
Hainan,Mainland China,2/4/20 0:43,79,1,4,2020-02-03 21:40:00,Feb03,2020,2,3,21,40
Liaoning,Mainland China,2/3/20 17:11,74,0,1,2020-02-03 21:40:00,Feb03,2020,2,3,21,40
Shanxi,Mainland China,2/3/20 23:13,74,0,2,2020-02-03 21:40:00,Feb03,2020,2,3,21,40
Tianjin,Mainland China,2/3/20 13:53,60,0,1,2020-02-03 21:40:00,Feb03,2020,2,3,21,40
Guizhou,Mainland China,2/4/20 1:03,56,0,2,2020-02-03 21:40:00,Feb03,2020,2,3,21,40
Gansu,Mainland China,2/3/20 23:03,55,0,3,2020-02-03 21:40:00,Feb03,2020,2,3,21,40
Jilin,Mainland China,2/4/20 0:23,42,0,1,2020-02-03 21:40:00,Feb03,2020,2,3,21,40
Inner Mongolia,Mainland China,2/3/20 3:03,34,0,1,2020-02-03 21:40:00,Feb03,2020,2,3,21,40
Ningxia,Mainland China,2/4/20 2:13,34,0,1,2020-02-03 21:40:00,Feb03,2020,2,3,21,40
Xinjiang,Mainland China,2/4/20 1:33,29,0,0,2020-02-03 21:40:00,Feb03,2020,2,3,21,40
,Japan,2/1/20 18:53,20,0,1,2020-02-03 21:40:00,Feb03,2020,2,3,21,40
,Thailand,1/31/20 10:37,19,0,5,2020-02-03 21:40:00,Feb03,2020,2,3,21,40
,Singapore,2/2/20 1:03,18,0,0,2020-02-03 21:40:00,Feb03,2020,2,3,21,40
Hong Kong,Hong Kong,2/2/20 23:53,15,0,0,2020-02-03 21:40:00,Feb03,2020,2,3,21,40
Qinghai,Mainland China,2/4/20 1:33,15,0,0,2020-02-03 21:40:00,Feb03,2020,2,3,21,40
,South Korea,2/2/20 2:23,15,0,0,2020-02-03 21:40:00,Feb03,2020,2,3,21,40
,Germany,2/3/20 20:53,12,0,0,2020-02-03 21:40:00,Feb03,2020,2,3,21,40
Taiwan,Taiwan,1/31/20 15:20,10,0,0,2020-02-03 21:40:00,Feb03,2020,2,3,21,40
Macau,Macau,2/2/20 4:23,8,0,0,2020-02-03 21:40:00,Feb03,2020,2,3,21,40
