Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,datetime,date,year,month,day,hr,min
Hubei,Mainland China,1/30/20 11:00,4903,162.0,90.0,2020-01-30 11:00:00,Jan30,2020,1,30,11,0
Zhejiang,Mainland China,1/30/20 11:00,428,,4.0,2020-01-30 11:00:00,Jan30,2020,1,30,11,0
Guangdong,Mainland China,1/30/20 11:00,354,,10.0,2020-01-30 11:00:00,Jan30,2020,1,30,11,0
Henan,Mainland China,1/30/20 11:00,278,2.0,2.0,2020-01-30 11:00:00,Jan30,2020,1,30,11,0
Hunan,Mainland China,1/30/20 11:00,277,,2.0,2020-01-30 11:00:00,Jan30,2020,1,30,11,0
Anhui,Mainland China,1/30/20 11:00,200,,2.0,2020-01-30 11:00:00,Jan30,2020,1,30,11,0
Chongqing,Mainland China,1/30/20 11:00,182,,1.0,2020-01-30 11:00:00,Jan30,2020,1,30,11,0
Jiangxi,Mainland China,1/30/20 11:00,162,,5.0,2020-01-30 11:00:00,Jan30,2020,1,30,11,0
Shandong,Mainland China,1/30/20 11:00,158,,1.0,2020-01-30 11:00:00,Jan30,2020,1,30,11,0
Sichuan,Mainland China,1/30/20 11:00,142,1.0,1.0,2020-01-30 11:00:00,Jan30,2020,1,30,11,0
Jiangsu,Mainland China,1/30/20 11:00,129,,1.0,2020-01-30 11:00:00,Jan30,2020,1,30,11,0
Beijing,Mainland China,1/30/20 11:00,114,1.0,4.0,2020-01-30 11:00:00,Jan30,2020,1,30,11,0
Shanghai,Mainland China,1/30/20 11:00,112,1.0,5.0,2020-01-30 11:00:00,Jan30,2020,1,30,11,0
Fujian,Mainland China,1/30/20 11:00,101,,,2020-01-30 11:00:00,Jan30,2020,1,30,11,0
Guangxi,Mainland China,1/30/20 11:00,78,,2.0,2020-01-30 11:00:00,Jan30,2020,1,30,11,0
Yunnan,Mainland China,1/30/20 11:00,70,,,2020-01-30 11:00:00,Jan30,2020,1,30,11,0
Hebei,Mainland China,1/30/20 11:00,65,1.0,,2020-01-30 11:00:00,Jan30,2020,1,30,11,0
Shaanxi,Mainland China,1/30/20 11:00,63,,,2020-01-30 11:00:00,Jan30,2020,1,30,11,0
Hainan,Mainland China,1/30/20 11:00,46,1.0,1.0,2020-01-30 11:00:00,Jan30,2020,1,30,11,0
Heilongjiang,Mainland China,1/30/20 11:00,44,2.0,,2020-01-30 11:00:00,Jan30,2020,1,30,11,0
Liaoning,Mainland China,1/30/20 11:00,41,,1.0,2020-01-30 11:00:00,Jan30,2020,1,30,11,0
Shanxi,Mainland China,1/30/20 11:00,35,,1.0,2020-01-30 11:00:00,Jan30,2020,1,30,11,0
Tianjin,Mainland China,1/30/20 11:00,31,,,2020-01-30 11:00:00,Jan30,2020,1,30,11,0
Gansu,Mainland China,1/30/20 11:00,26,,,2020-01-30 11:00:00,Jan30,2020,1,30,11,0
Inner Mongolia,Mainland China,1/30/20 11:00,19,,,2020-01-30 11:00:00,Jan30,2020,1,30,11,0
Ningxia,Mainland China,1/30/20 11:00,17,,,2020-01-30 11:00:00,Jan30,2020,1,30,11,0
