Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,date,year,month,day,Latitude,Longitude
Hubei,Mainland China,2020-02-10T23:33:02,31728,974,2222,Feb10,2020,2,10,30.9756,112.2707
Guangdong,Mainland China,2020-02-10T13:43:02,1159,1,167,Feb10,2020,2,10,23.3417,113.4244
Zhejiang,Mainland China,2020-02-10T14:13:12,1092,0,242,Feb10,2020,2,10,29.1832,120.0934
Henan,Mainland China,2020-02-10T13:53:02,1073,6,191,Feb10,2020,2,10,33.882,113.614
Hunan,Mainland China,2020-02-10T13:53:02,879,1,208,Feb10,2020,2,10,27.6104,111.7088
Anhui,Mainland China,2020-02-10T07:23:04,830,3,88,Feb10,2020,2,10,31.8257,117.2264
Jiangxi,Mainland China,2020-02-10T13:53:02,771,1,105,Feb10,2020,2,10,27.614,115.7221
Jiangsu,Mainland China,2020-02-10T14:03:05,492,0,81,Feb10,2020,2,10,32.9711,119.455
Chongqing,Mainland China,2020-02-10T23:43:02,486,2,66,Feb10,2020,2,10,30.0572,107.874
Shandong,Mainland China,2020-02-10T09:33:02,466,1,66,Feb10,2020,2,10,36.3427,118.1498
Sichuan,Mainland China,2020-02-10T10:03:02,405,1,80,Feb10,2020,2,10,30.6171,102.7103
Beijing,Mainland China,2020-02-10T03:13:08,337,2,44,Feb10,2020,2,10,40.1824,116.4142
Heilongjiang,Mainland China,2020-02-10T07:33:05,331,7,30,Feb10,2020,2,10,47.862,127.7615
Shanghai,Mainland China,2020-02-10T06:03:13,299,1,48,Feb10,2020,2,10,31.202,121.4491
Fujian,Mainland China,2020-02-10T14:03:05,261,0,39,Feb10,2020,2,10,26.0789,117.9874
Hebei,Mainland China,2020-02-10T10:03:02,218,2,41,Feb10,2020,2,10,38.0428,114.5149
Shaanxi,Mainland China,2020-02-10T13:23:06,213,0,30,Feb10,2020,2,10,35.1917,108.8701
Guangxi,Mainland China,2020-02-10T14:03:05,210,1,24,Feb10,2020,2,10,23.8298,108.7881
Yunnan,Mainland China,2020-02-10T09:43:02,149,0,19,Feb10,2020,2,10,24.974,101.487
Hainan,Mainland China,2020-02-10T09:33:02,138,3,19,Feb10,2020,2,10,19.1959,109.7453
Diamond Princess cruise ship,Others,2020-02-10T16:03:12,135,0,0,Feb10,2020,2,10,35.4437,139.638
Shanxi,Mainland China,2020-02-09T23:43:02,119,0,25,Feb10,2020,2,10,37.5777,112.2922
Guizhou,Mainland China,2020-02-10T12:33:02,109,1,10,Feb10,2020,2,10,26.8154,106.8748
Liaoning,Mainland China,2020-02-10T14:03:05,108,0,13,Feb10,2020,2,10,41.2956,122.6085
Tianjin,Mainland China,2020-02-10T14:23:08,95,1,8,Feb10,2020,2,10,39.3054,117.323
Gansu,Mainland China,2020-02-10T07:23:04,83,2,17,Feb10,2020,2,10,36.0611,103.8343
Jilin,Mainland China,2020-02-10T14:03:05,80,1,13,Feb10,2020,2,10,43.6661,126.1923
Inner Mongolia,Mainland China,2020-02-10T02:43:05,58,0,5,Feb10,2020,2,10,44.0935,113.9448
Ningxia,Mainland China,2020-02-10T01:43:02,49,0,13,Feb10,2020,2,10,37.2692,106.1655
Xinjiang,Mainland China,2020-02-10T01:13:06,49,0,0,Feb10,2020,2,10,41.1129,85.2401
,Singapore,2020-02-10T19:03:02,45,0,2,Feb10,2020,2,10,1.2833,103.8333
Hong Kong,Hong Kong,2020-02-10T10:13:06,38,1,0,Feb10,2020,2,10,22.3,114.2
,Thailand,2020-02-08T12:53:01,32,0,10,Feb10,2020,2,10,15.0,101.0
,South Korea,2020-02-10T03:03:09,27,0,3,Feb10,2020,2,10,36.0,128.0
,Japan,2020-02-10T21:33:02,26,0,4,Feb10,2020,2,10,36.0,138.0
Qinghai,Mainland China,2020-02-06T02:13:15,18,0,3,Feb10,2020,2,10,35.7452,95.9956
,Malaysia,2020-02-10T03:03:09,18,0,1,Feb10,2020,2,10,2.5,112.5
Taiwan,Taiwan,2020-02-09T09:13:11,18,0,1,Feb10,2020,2,10,23.7,121.0
,Germany,2020-02-09T06:13:11,14,0,0,Feb10,2020,2,10,51.0,9.0
,Vietnam,2020-02-10T03:03:09,14,0,1,Feb10,2020,2,10,16.0,108.0
,France,2020-02-08T09:53:01,11,0,0,Feb10,2020,2,10,47.0,2.0
Macau,Macau,2020-02-06T14:23:04,10,0,1,Feb10,2020,2,10,22.1667,113.55
,UK,2020-02-10T19:03:02,8,0,0,Feb10,2020,2,10,55.0,-3.0
,United Arab Emirates,2020-02-10T23:03:09,8,0,0,Feb10,2020,2,10,24.0,54.0
Queensland,Australia,2020-02-09T19:33:02,5,0,0,Feb10,2020,2,10,-28.0167,153.4
New South Wales,Australia,2020-02-06T03:13:22,4,0,2,Feb10,2020,2,10,-33.8688,151.2093
Victoria,Australia,2020-02-01T18:12:49,4,0,0,Feb10,2020,2,10,-37.8136,144.9631
British Columbia,Canada,2020-02-07T05:43:03,4,0,0,Feb10,2020,2,10,49.2827,-123.1207
,India,2020-02-03T21:43:02,3,0,0,Feb10,2020,2,10,21.0,78.0
,Italy,2020-02-07T17:53:02,3,0,0,Feb10,2020,2,10,43.0,12.0
,Philippines,2020-02-07T16:43:04,3,1,0,Feb10,2020,2,10,13.0,122.0
South Australia,Australia,2020-02-02T22:33:07,2,0,0,Feb10,2020,2,10,-34.9285,138.6007
"Toronto, ON",Canada,2020-02-04T00:13:06,2,0,0,Feb10,2020,2,10,43.6532,-79.3832
,Russia,2020-01-31T16:13:45,2,0,0,Feb10,2020,2,10,60.0,90.0
,Spain,2020-02-09T20:33:03,2,0,0,Feb10,2020,2,10,40.0,-4.0
"Chicago, IL",US,2020-02-09T19:03:03,2,0,2,Feb10,2020,2,10,41.8781,-87.6298
"San Benito, CA",US,2020-02-03T03:53:02,2,0,0,Feb10,2020,2,10,36.5761,-120.9876
"Santa Clara, CA",US,2020-02-03T00:43:02,2,0,0,Feb10,2020,2,10,37.3541,-121.9552
,Belgium,2020-02-04T15:43:02,1,0,0,Feb10,2020,2,10,50.8333,4.0
,Cambodia,2020-01-31T08:15:53,1,0,0,Feb10,2020,2,10,11.55,104.9167
"London, ON",Canada,2020-02-04T00:03:11,1,0,0,Feb10,2020,2,10,42.9849,-81.2453
,Finland,2020-01-31T08:15:53,1,0,0,Feb10,2020,2,10,64.0,26.0
Tibet,Mainland China,2020-02-01T01:52:40,1,0,0,Feb10,2020,2,10,31.6927,88.0924
,Nepal,2020-01-31T08:15:53,1,0,0,Feb10,2020,2,10,28.1667,84.25
,Sri Lanka,2020-02-08T03:43:03,1,0,1,Feb10,2020,2,10,7.0,81.0
,Sweden,2020-02-01T02:13:26,1,0,0,Feb10,2020,2,10,63.0,16.0
"Boston, MA",US,2020-02-01T19:43:03,1,0,0,Feb10,2020,2,10,42.3601,-71.0589
"Los Angeles, CA",US,2020-02-01T19:53:03,1,0,0,Feb10,2020,2,10,34.0522,-118.2437
"Madison, WI",US,2020-02-05T21:53:02,1,0,0,Feb10,2020,2,10,43.0731,-89.4012
"Orange, CA",US,2020-02-01T19:53:03,1,0,0,Feb10,2020,2,10,33.7879,-117.8531
"Seattle, WA",US,2020-02-09T07:03:04,1,0,1,Feb10,2020,2,10,47.6062,-122.3321
"Tempe, AZ",US,2020-02-01T19:43:03,1,0,0,Feb10,2020,2,10,33.4255,-111.94
