Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Latitude,Longitude,date,year,month,day
Alabama,US,2020-03-26 23:48:35,517,1,0,32.3182,-86.9023,Mar26,2020,3,26
Alaska,US,2020-03-26 23:48:35,56,1,0,61.3707,-152.4044,Mar26,2020,3,26
Arizona,US,2020-03-26 23:48:35,508,8,0,33.7298,-111.4312,Mar26,2020,3,26
Arkansas,US,2020-03-26 23:48:35,335,2,0,34.9697,-92.3731,Mar26,2020,3,26
California,US,2020-03-26 23:48:35,3899,81,0,36.1162,-119.6816,Mar26,2020,3,26
Colorado,US,2020-03-26 23:48:35,1430,19,0,39.0598,-105.3111,Mar26,2020,3,26
Connecticut,US,2020-03-26 23:48:35,1012,21,0,41.5978,-72.7554,Mar26,2020,3,26
Delaware,US,2020-03-26 23:48:35,130,1,0,39.3185,-75.5071,Mar26,2020,3,26
District of Columbia,US,2020-03-26 23:48:35,231,3,0,38.8974,-77.0268,Mar26,2020,3,26
Florida,US,2020-03-26 23:48:35,2357,29,0,27.7663,-81.6868,Mar26,2020,3,26
Georgia,US,2020-03-26 23:48:35,1525,48,0,33.0406,-83.6431,Mar26,2020,3,26
Hawaii,US,2020-03-26 23:48:35,95,0,0,21.0943,-157.4983,Mar26,2020,3,26
Idaho,US,2020-03-26 23:48:35,146,3,0,44.2405,-114.4788,Mar26,2020,3,26
Illinois,US,2020-03-26 23:48:35,2538,26,0,40.3495,-88.9861,Mar26,2020,3,26
Indiana,US,2020-03-26 23:48:35,645,17,0,39.8494,-86.2583,Mar26,2020,3,26
Iowa,US,2020-03-26 23:48:35,179,1,0,42.0115,-93.2105,Mar26,2020,3,26
Kansas,US,2020-03-26 23:48:35,172,3,0,38.5266,-96.7265,Mar26,2020,3,26
Kentucky,US,2020-03-26 23:48:35,247,5,0,37.6681,-84.6701,Mar26,2020,3,26
Louisiana,US,2020-03-26 23:48:35,2304,83,0,31.1695,-91.8678,Mar26,2020,3,26
Maine,US,2020-03-26 23:48:35,155,0,0,44.6939,-69.3819,Mar26,2020,3,26
Maryland,US,2020-03-26 23:48:35,583,4,0,39.0639,-76.8021,Mar26,2020,3,26
