Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Latitude,Longitude,date,year,month,day
Alabama,US,2020-03-28 23:05:37,694,4,0,32.3182,-86.9023,Mar28,2020,3,28
Alaska,US,2020-03-28 23:05:37,85,2,0,61.3707,-152.4044,Mar28,2020,3,28
Arizona,US,2020-03-28 23:05:37,773,15,0,33.7298,-111.4312,Mar28,2020,3,28
Arkansas,US,2020-03-28 23:05:37,409,5,0,34.9697,-92.3731,Mar28,2020,3,28
California,US,2020-03-28 23:05:37,5095,110,0,36.1162,-119.6816,Mar28,2020,3,28
Colorado,US,2020-03-28 23:05:37,1740,31,0,39.0598,-105.3111,Mar28,2020,3,28
Connecticut,US,2020-03-28 23:05:37,1524,33,0,41.5978,-72.7554,Mar28,2020,3,28
Delaware,US,2020-03-28 23:05:37,214,5,0,39.3185,-75.5071,Mar28,2020,3,28
District of Columbia,US,2020-03-28 23:05:37,304,4,0,38.8974,-77.0268,Mar28,2020,3,28
Florida,US,2020-03-28 23:05:37,3763,54,0,27.7663,-81.6868,Mar28,2020,3,28
Georgia,US,2020-03-28 23:05:37,2366,69,0,33.0406,-83.6431,Mar28,2020,3,28
Hawaii,US,2020-03-28 23:05:37,149,0,0,21.0943,-157.4983,Mar28,2020,3,28
Idaho,US,2020-03-28 23:05:37,234,4,0,44.2405,-114.4788,Mar28,2020,3,28
Illinois,US,2020-03-28 23:05:37,3491,47,0,40.3495,-88.9861,Mar28,2020,3,28
Indiana,US,2020-03-28 23:05:37,1233,31,0,39.8494,-86.2583,Mar28,2020,3,28
Iowa,US,2020-03-28 23:05:37,298,3,0,42.0115,-93.2105,Mar28,2020,3,28
Kansas,US,2020-03-28 23:05:37,266,4,0,38.5266,-96.7265,Mar28,2020,3,28
Kentucky,US,2020-03-28 23:05:37,393,9,0,37.6681,-84.6701,Mar28,2020,3,28
Louisiana,US,2020-03-28 23:05:37,3315,137,0,31.1695,-91.8678,Mar28,2020,3,28
Maine,US,2020-03-28 23:05:37,211,1,0,44.6939,-69.3819,Mar28,2020,3,28
Maryland,US,2020-03-28 23:05:37,995,5,0,39.0639,-76.8021,Mar28,2020,3,28
Massachusetts,US,2020-03-28 23:05:37,4257,44,0,42.2302,-71.5301,Mar28,2020,3,28
Michigan,US,2020-03-28 23:05:37,4650,111,0,43.3266,-84.5361,Mar28,2020,3,28
Minnesota,US,2020-03-28 23:05:37,441,5,0,45.6945,-93.9002,Mar28,2020,3,28
Mississippi,US,2020-03-28 23:05:37,663,13,0,32.7416,-89.6787,Mar28,2020,3,28
Missouri,US,2020-03-28 23:05:37,836,10,0,38.4561,-92.2884,Mar28,2020,3,28
Montana,US,2020-03-28 23:05:37,129,1,0,46.9219,-110.4544,Mar28,2020,3,28
Nebraska,US,2020-03-28 23:05:37,96,2,0,41.1254,-98.2681,Mar28,2020,3,28
Nevada,US,2020-03-28 23:05:37,626,10,0,38.3135,-117.0554,Mar28,2020,3,28
New Hampshire,US,2020-03-28 23:05:37,187,2,0,43.4525,-71.5639,Mar28,2020,3,28
New Jersey,US,2020-03-28 23:05:37,11124,140,0,40.2989,-74.521,Mar28,2020,3,28
New Mexico,US,2020-03-28 23:05:37,208,1,0,34.8405,-106.2485,Mar28,2020,3,28
New York,US,2020-03-28 23:05:37,52410,728,0,42.1657,-74.9481,Mar28,2020,3,28
North Carolina,US,2020-03-28 23:05:37,1020,5,0,35.6301,-79.8064,Mar28,2020,3,28
North Dakota,US,2020-03-28 23:05:37,94,1,0,47.5289,-99.784,Mar28,2020,3,28
Ohio,US,2020-03-28 23:05:37,1406,25,0,40.3888,-82.7649,Mar28,2020,3,28
Oklahoma,US,2020-03-28 23:05:37,377,15,0,35.5653,-96.9289,Mar28,2020,3,28
Oregon,US,2020-03-28 23:05:37,479,13,0,44.572,-122.0709,Mar28,2020,3,28
Pennsylvania,US,2020-03-28 23:05:37,2845,34,0,40.5908,-77.2098,Mar28,2020,3,28
Rhode Island,US,2020-03-28 23:05:37,239,2,0,41.6809,-71.5118,Mar28,2020,3,28
South Carolina,US,2020-03-28 23:05:37,660,15,0,33.8569,-80.945,Mar28,2020,3,28
South Dakota,US,2020-03-28 23:05:37,68,1,0,44.2998,-99.4388,Mar28,2020,3,28
Tennessee,US,2020-03-28 23:05:37,1511,7,0,35.7478,-86.6923,Mar28,2020,3,28
Texas,US,2020-03-28 23:05:37,2455,30,0,31.0545,-97.5635,Mar28,2020,3,28
Utah,US,2020-03-28 23:05:37,602,1,0,40.15,-111.8624,Mar28,2020,3,28
Vermont,US,2020-03-28 23:05:37,211,12,0,44.0459,-72.7107,Mar28,2020,3,28
Virginia,US,2020-03-28 23:05:37,740,13,0,37.7693,-78.17,Mar28,2020,3,28
Washington,US,2020-03-28 23:05:37,4030,188,0,47.4009,-121.4905,Mar28,2020,3,28
West Virginia,US,2020-03-28 23:05:37,96,0,0,38.4912,-80.9545,Mar28,2020,3,28
Wisconsin,US,2020-03-28 23:05:37,1055,17,0,44.2685,-89.6165,Mar28,2020,3,28
Wyoming,US,2020-03-28 23:05:37,82,0,0,42.756,-107.3025,Mar28,2020,3,28
Alberta,Canada,2020-03-28 23:10:51,542,2,0,53.9333,-116.5765,Mar28,2020,3,28
American Samoa,US,2020-03-28 23:05:37,0,0,0,-14.271,-170.132,Mar28,2020,3,28
Anguilla,United Kingdom,2020-03-28 23:05:25,2,0,0,18.2206,-63.0686,Mar28,2020,3,28
Anhui,China,2020-03-08 05:19:01,990,6,984,31.8257,117.2264,Mar28,2020,3,28
Aruba,Netherlands,2020-03-28 23:05:25,46,0,1,12.5211,-69.9683,Mar28,2020,3,28
Australian Capital Territory,Australia,2020-03-28 23:11:06,71,0,2,-35.4735,149.0124,Mar28,2020,3,28
Beijing,China,2020-03-28 06:15:51,573,8,410,40.1824,116.4142,Mar28,2020,3,28
Bermuda,United Kingdom,2020-03-28 23:05:25,17,0,2,32.3078,-64.7505,Mar28,2020,3,28
British Columbia,Canada,2020-03-28 23:10:51,884,17,0,53.7267,-127.6476,Mar28,2020,3,28
British Virgin Islands,United Kingdom,2020-03-28 23:05:25,2,0,0,18.4207,-64.64,Mar28,2020,3,28
Cayman Islands,United Kingdom,2020-03-28 23:05:25,8,1,0,19.3133,-81.2546,Mar28,2020,3,28
Channel Islands,United Kingdom,2020-03-28 23:05:25,97,1,0,49.3723,-2.3644,Mar28,2020,3,28
Chongqing,China,2020-03-23 23:34:38,578,6,570,30.0572,107.874,Mar28,2020,3,28
Curacao,Netherlands,2020-03-28 23:05:25,8,1,2,12.1696,-68.99,Mar28,2020,3,28
Diamond Princess,Canada,2020-03-28 23:10:51,0,1,0,0.0,0.0,Mar28,2020,3,28
Diamond Princess,US,2020-03-28 23:05:37,49,0,0,0.0,0.0,Mar28,2020,3,28
Faroe Islands,Denmark,2020-03-28 23:05:25,155,0,54,61.8926,-6.9118,Mar28,2020,3,28
French Guiana,France,2020-03-28 23:05:25,28,0,6,4.0,-53.0,Mar28,2020,3,28
