Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,date,year,month,day,Latitude,Longitude
Hubei,Mainland China,2020-02-04T23:43:01,16678,479,522,Feb04,2020,2,4,30.9756,112.2707
Zhejiang,Mainland China,2020-02-04T13:03:07,829,0,62,Feb04,2020,2,4,29.1832,120.0934
Guangdong,Mainland China,2020-02-04T13:03:07,813,0,30,Feb04,2020,2,4,23.3417,113.4244
Henan,Mainland China,2020-02-04T11:53:02,675,2,27,Feb04,2020,2,4,33.882,113.614
Hunan,Mainland China,2020-02-04T14:03:03,593,0,31,Feb04,2020,2,4,27.6104,111.7088
Anhui,Mainland China,2020-02-04T05:33:01,480,0,20,Feb04,2020,2,4,31.8257,117.2264
Jiangxi,Mainland China,2020-02-04T14:43:02,476,0,20,Feb04,2020,2,4,27.614,115.7221
Chongqing,Mainland China,2020-02-04T23:43:01,366,2,9,Feb04,2020,2,4,30.0572,107.874
Jiangsu,Mainland China,2020-02-04T11:53:02,308,0,12,Feb04,2020,2,4,32.9711,119.455
Sichuan,Mainland China,2020-02-04T01:43:02,282,1,14,Feb04,2020,2,4,30.6171,102.7103
Shandong,Mainland China,2020-02-04T12:03:04,275,0,11,Feb04,2020,2,4,36.3427,118.1498
Beijing,Mainland China,2020-02-04T08:33:01,228,1,23,Feb04,2020,2,4,40.1824,116.4142
Shanghai,Mainland China,2020-02-04T06:33:02,219,1,12,Feb04,2020,2,4,31.202,121.4491
Fujian,Mainland China,2020-02-04T12:13:11,194,0,3,Feb04,2020,2,4,26.0789,117.9874
Heilongjiang,Mainland China,2020-02-04T07:43:01,155,2,4,Feb04,2020,2,4,47.862,127.7615
Shaanxi,Mainland China,2020-02-04T12:33:02,142,0,2,Feb04,2020,2,4,35.1917,108.8701
Guangxi,Mainland China,2020-02-04T05:53:01,139,0,10,Feb04,2020,2,4,23.8298,108.7881
Hebei,Mainland China,2020-02-04T08:53:01,126,1,4,Feb04,2020,2,4,38.0428,114.5149
Yunnan,Mainland China,2020-02-04T23:23:02,122,0,5,Feb04,2020,2,4,24.974,101.487
Liaoning,Mainland China,2020-02-04T14:13:08,81,0,2,Feb04,2020,2,4,41.2956,122.6085
Shanxi,Mainland China,2020-02-04T23:23:02,81,0,4,Feb04,2020,2,4,37.5777,112.2922
Hainan,Mainland China,2020-02-04T11:33:03,80,1,5,Feb04,2020,2,4,19.1959,109.7453
Tianjin,Mainland China,2020-02-04T13:33:02,67,0,2,Feb04,2020,2,4,39.3054,117.323
Guizhou,Mainland China,2020-02-04T10:43:02,58,0,2,Feb04,2020,2,4,26.8154,106.8748
Gansu,Mainland China,2020-02-04T15:43:02,57,0,4,Feb04,2020,2,4,36.0611,103.8343
Jilin,Mainland China,2020-02-04T00:23:05,42,0,1,Feb04,2020,2,4,43.6661,126.1923
Inner Mongolia,Mainland China,2020-02-04T03:03:07,35,0,1,Feb04,2020,2,4,44.0935,113.9448
Ningxia,Mainland China,2020-02-04T02:13:18,34,0,1,Feb04,2020,2,4,37.2692,106.1655
Xinjiang,Mainland China,2020-02-04T01:33:01,29,0,0,Feb04,2020,2,4,41.1129,85.2401
,Thailand,2020-02-04T15:33:03,25,0,5,Feb04,2020,2,4,15.0,101.0
,Singapore,2020-02-04T15:33:03,24,0,0,Feb04,2020,2,4,1.2833,103.8333
,Japan,2020-02-04T16:43:03,22,0,1,Feb04,2020,2,4,36.0,138.0
Hong Kong,Hong Kong,2020-02-04T09:03:02,17,1,0,Feb04,2020,2,4,22.3,114.2
,South Korea,2020-02-04T15:33:03,16,0,0,Feb04,2020,2,4,36.0,128.0
Qinghai,Mainland China,2020-02-04T01:33:01,15,0,0,Feb04,2020,2,4,35.7452,95.9956
,Germany,2020-02-03T20:53:02,12,0,0,Feb04,2020,2,4,51.0,9.0
Taiwan,Taiwan,2020-02-04T14:53:02,11,0,0,Feb04,2020,2,4,23.7,121.0
Macau,Macau,2020-02-04T04:43:02,10,0,0,Feb04,2020,2,4,22.1667,113.55
,Malaysia,2020-02-04T07:33:02,10,0,0,Feb04,2020,2,4,2.5,112.5
,Vietnam,2020-02-03T21:43:02,8,0,1,Feb04,2020,2,4,16.0,108.0
,France,2020-02-01T01:52:40,6,0,0,Feb04,2020,2,4,47.0,2.0
,United Arab Emirates,2020-02-02T05:43:01,5,0,0,Feb04,2020,2,4,24.0,54.0
New South Wales,Australia,2020-02-01T18:12:49,4,0,2,Feb04,2020,2,4,-33.8688,151.2093
Victoria,Australia,2020-02-01T18:12:49,4,0,0,Feb04,2020,2,4,-37.8136,144.9631
Queensland,Australia,2020-02-04T16:53:03,3,0,0,Feb04,2020,2,4,-28.0167,153.4
,India,2020-02-03T21:43:02,3,0,0,Feb04,2020,2,4,21.0,78.0
South Australia,Australia,2020-02-02T22:33:07,2,0,0,Feb04,2020,2,4,-34.9285,138.6007
"Toronto, ON",Canada,2020-02-04T00:13:06,2,0,0,Feb04,2020,2,4,43.6532,-79.3832
,Italy,2020-01-31T08:15:53,2,0,0,Feb04,2020,2,4,43.0,12.0
,Philippines,2020-02-02T03:33:07,2,1,0,Feb04,2020,2,4,13.0,122.0
,Russia,2020-01-31T16:13:45,2,0,0,Feb04,2020,2,4,60.0,90.0
,UK,2020-02-01T01:52:40,2,0,0,Feb04,2020,2,4,55.0,-3.0
"Chicago, IL",US,2020-02-01T19:43:03,2,0,0,Feb04,2020,2,4,41.8781,-87.6298
"San Benito, CA",US,2020-02-03T03:53:02,2,0,0,Feb04,2020,2,4,36.5761,-120.9876
"Santa Clara, CA",US,2020-02-03T00:43:02,2,0,0,Feb04,2020,2,4,37.3541,-121.9552
,Belgium,2020-02-04T15:43:02,1,0,0,Feb04,2020,2,4,50.8333,4.0
,Cambodia,2020-01-31T08:15:53,1,0,0,Feb04,2020,2,4,11.55,104.9167
British Columbia,Canada,2020-02-01T18:12:49,1,0,0,Feb04,2020,2,4,49.2827,-123.1207
"London, ON",Canada,2020-02-04T00:03:11,1,0,0,Feb04,2020,2,4,42.9849,-81.2453
,Finland,2020-01-31T08:15:53,1,0,0,Feb04,2020,2,4,64.0,26.0
Tibet,Mainland China,2020-02-01T01:52:40,1,0,0,Feb04,2020,2,4,31.6927,88.0924
,Nepal,2020-01-31T08:15:53,1,0,0,Feb04,2020,2,4,28.1667,84.25
,Spain,2020-02-01T23:43:02,1,0,0,Feb04,2020,2,4,40.0,-4.0
,Sri Lanka,2020-01-31T08:15:53,1,0,0,Feb04,2020,2,4,7.0,81.0
,Sweden,2020-02-01T02:13:26,1,0,0,Feb04,2020,2,4,63.0,16.0
"Boston, MA",US,2020-02-01T19:43:03,1,0,0,Feb04,2020,2,4,42.3601,-71.0589
"Los Angeles, CA",US,2020-02-01T19:53:03,1,0,0,Feb04,2020,2,4,34.0522,-118.2437
