Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Suspected,ConfnSusp,datetime,date,year,month,day,hr,min
Hubei,Mainland China,1/24/2020  12pm,549.0,24.0,31.0,,549.0,2020-01-24 12:00:00,Jan24,2020,1,24,12,0
Guangdong,Mainland China,1/24/2020  12pm,53.0,,2.0,,53.0,2020-01-24 12:00:00,Jan24,2020,1,24,12,0
Zhejiang,Mainland China,1/24/2020  12pm,43.0,,1.0,,43.0,2020-01-24 12:00:00,Jan24,2020,1,24,12,0
Beijing,Mainland China,1/24/2020  12pm,36.0,,1.0,,36.0,2020-01-24 12:00:00,Jan24,2020,1,24,12,0
Chongqing,Mainland China,1/24/2020  12pm,27.0,,,13.0,40.0,2020-01-24 12:00:00,Jan24,2020,1,24,12,0
Hunan,Mainland China,1/24/2020  12pm,24.0,,,,24.0,2020-01-24 12:00:00,Jan24,2020,1,24,12,0
Guangxi,Mainland China,1/24/2020  12pm,23.0,,,,23.0,2020-01-24 12:00:00,Jan24,2020,1,24,12,0
Shanghai,Mainland China,1/24/2020  12pm,20.0,,1.0,22.0,42.0,2020-01-24 12:00:00,Jan24,2020,1,24,12,0
Jiangxi,Mainland China,1/24/2020  12pm,18.0,,,,18.0,2020-01-24 12:00:00,Jan24,2020,1,24,12,0
Sichuan,Mainland China,1/24/2020  12pm,15.0,,,4.0,19.0,2020-01-24 12:00:00,Jan24,2020,1,24,12,0
Shandong,Mainland China,1/24/2020  12pm,15.0,,,,15.0,2020-01-24 12:00:00,Jan24,2020,1,24,12,0
Anhui,Mainland China,1/24/2020  12pm,15.0,,,4.0,19.0,2020-01-24 12:00:00,Jan24,2020,1,24,12,0
Fujian,Mainland China,1/24/2020  12pm,10.0,,,2.0,12.0,2020-01-24 12:00:00,Jan24,2020,1,24,12,0
Henan,Mainland China,1/24/2020  12pm,9.0,,,42.0,51.0,2020-01-24 12:00:00,Jan24,2020,1,24,12,0
Jiangsu,Mainland China,1/24/2020  12pm,9.0,,,,9.0,2020-01-24 12:00:00,Jan24,2020,1,24,12,0
Hainan,Mainland China,1/24/2020  12pm,8.0,,,32.0,40.0,2020-01-24 12:00:00,Jan24,2020,1,24,12,0
Tianjin,Mainland China,1/24/2020  12pm,8.0,,,,8.0,2020-01-24 12:00:00,Jan24,2020,1,24,12,0
Yunnan,Mainland China,1/24/2020  12pm,5.0,,,,5.0,2020-01-24 12:00:00,Jan24,2020,1,24,12,0
Shaanxi,Mainland China,1/24/2020  12pm,5.0,,,,5.0,2020-01-24 12:00:00,Jan24,2020,1,24,12,0
Heilongjiang,Mainland China,1/24/2020  12pm,4.0,1.0,,,4.0,2020-01-24 12:00:00,Jan24,2020,1,24,12,0
Liaoning,Mainland China,1/24/2020  12pm,4.0,,,,4.0,2020-01-24 12:00:00,Jan24,2020,1,24,12,0
Guizhou,Mainland China,1/24/2020  12pm,3.0,,,,3.0,2020-01-24 12:00:00,Jan24,2020,1,24,12,0
Jilin,Mainland China,1/24/2020  12pm,3.0,,,,3.0,2020-01-24 12:00:00,Jan24,2020,1,24,12,0
Taiwan,Taiwan,1/24/2020  12pm,3.0,,,,3.0,2020-01-24 12:00:00,Jan24,2020,1,24,12,0
Ningxia,Mainland China,1/24/2020  12pm,2.0,,,1.0,3.0,2020-01-24 12:00:00,Jan24,2020,1,24,12,0
Hong Kong,Hong Kong,1/24/2020  12pm,2.0,,,36.0,38.0,2020-01-24 12:00:00,Jan24,2020,1,24,12,0
Macau,Macau,1/24/2020  12pm,2.0,,,,2.0,2020-01-24 12:00:00,Jan24,2020,1,24,12,0
Hebei,Mainland China,1/24/2020  12pm,2.0,1.0,,,2.0,2020-01-24 12:00:00,Jan24,2020,1,24,12,0
Gansu,Mainland China,1/24/2020  12pm,2.0,,,,2.0,2020-01-24 12:00:00,Jan24,2020,1,24,12,0
Xinjiang,Mainland China,1/24/2020  12pm,2.0,,,,2.0,2020-01-24 12:00:00,Jan24,2020,1,24,12,0
Shanxi,Mainland China,1/24/2020  12pm,1.0,,,,1.0,2020-01-24 12:00:00,Jan24,2020,1,24,12,0
Inner Mongolia,Mainland China,1/24/2020  12pm,1.0,,,2.0,3.0,2020-01-24 12:00:00,Jan24,2020,1,24,12,0
Qinghai,Mainland China,1/24/2020  12pm,,,,1.0,1.0,2020-01-24 12:00:00,Jan24,2020,1,24,12,0
Washington,US,1/24/2020  12pm,1.0,,,,1.0,2020-01-24 12:00:00,Jan24,2020,1,24,12,0
Chicago,US,1/24/2020  12pm,1.0,,,,1.0,2020-01-24 12:00:00,Jan24,2020,1,24,12,0
,Japan,1/24/2020  12pm,2.0,,,,2.0,2020-01-24 12:00:00,Jan24,2020,1,24,12,0
,Thailand,1/24/2020  12pm,5.0,,,,5.0,2020-01-24 12:00:00,Jan24,2020,1,24,12,0
,South Korea,1/24/2020  12pm,2.0,,,,2.0,2020-01-24 12:00:00,Jan24,2020,1,24,12,0
,Singapore ,1/24/2020  12pm,3.0,,,,3.0,2020-01-24 12:00:00,Jan24,2020,1,24,12,0
,Vietnam,1/24/2020  12pm,2.0,,,,2.0,2020-01-24 12:00:00,Jan24,2020,1,24,12,0
,France,1/24/2020  4pm,2.0,,,,,2020-01-24 12:00:00,Jan24,2020,1,24,12,0
