Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,datetime,date,year,month,day,hr,min
Hubei,Mainland China,1/28/20 23:00,3554,125.0,80.0,2020-01-28 23:00:00,Jan28,2020,1,28,23,0
Zhejiang,Mainland China,1/28/20 23:00,296,,3.0,2020-01-28 23:00:00,Jan28,2020,1,28,23,0
Guangdong,Mainland China,1/28/20 23:00,241,,5.0,2020-01-28 23:00:00,Jan28,2020,1,28,23,0
Hunan,Mainland China,1/28/20 23:00,221,,,2020-01-28 23:00:00,Jan28,2020,1,28,23,0
Henan,Mainland China,1/28/20 23:00,206,2.0,1.0,2020-01-28 23:00:00,Jan28,2020,1,28,23,0
Anhui,Mainland China,1/28/20 23:00,152,,,2020-01-28 23:00:00,Jan28,2020,1,28,23,0
Chongqing,Mainland China,1/28/20 23:00,147,,1.0,2020-01-28 23:00:00,Jan28,2020,1,28,23,0
Shandong,Mainland China,1/28/20 23:00,121,,,2020-01-28 23:00:00,Jan28,2020,1,28,23,0
Jiangxi,Mainland China,1/28/20 23:00,109,,3.0,2020-01-28 23:00:00,Jan28,2020,1,28,23,0
Sichuan,Mainland China,1/28/20 23:00,108,,,2020-01-28 23:00:00,Jan28,2020,1,28,23,0
Jiangsu,Mainland China,1/28/20 23:00,99,,1.0,2020-01-28 23:00:00,Jan28,2020,1,28,23,0
Beijing,Mainland China,1/28/20 23:00,91,1.0,4.0,2020-01-28 23:00:00,Jan28,2020,1,28,23,0
Fujian,Mainland China,1/28/20 23:00,82,,,2020-01-28 23:00:00,Jan28,2020,1,28,23,0
Shanghai,Mainland China,1/28/20 23:00,80,1.0,4.0,2020-01-28 23:00:00,Jan28,2020,1,28,23,0
Guangxi,Mainland China,1/28/20 23:00,58,,2.0,2020-01-28 23:00:00,Jan28,2020,1,28,23,0
Shaanxi,Mainland China,1/28/20 23:00,56,,,2020-01-28 23:00:00,Jan28,2020,1,28,23,0
Hebei,Mainland China,1/28/20 23:00,48,1.0,,2020-01-28 23:00:00,Jan28,2020,1,28,23,0
Yunnan,Mainland China,1/28/20 23:00,44,,,2020-01-28 23:00:00,Jan28,2020,1,28,23,0
Hainan,Mainland China,1/28/20 23:00,43,1.0,,2020-01-28 23:00:00,Jan28,2020,1,28,23,0
Heilongjiang,Mainland China,1/28/20 23:00,37,1.0,,2020-01-28 23:00:00,Jan28,2020,1,28,23,0
Liaoning,Mainland China,1/28/20 23:00,36,,,2020-01-28 23:00:00,Jan28,2020,1,28,23,0
Shanxi,Mainland China,1/28/20 23:00,27,,,2020-01-28 23:00:00,Jan28,2020,1,28,23,0
Tianjin,Mainland China,1/28/20 23:00,25,,,2020-01-28 23:00:00,Jan28,2020,1,28,23,0
Gansu,Mainland China,1/28/20 23:00,24,,,2020-01-28 23:00:00,Jan28,2020,1,28,23,0
Inner Mongolia,Mainland China,1/28/20 23:00,16,,,2020-01-28 23:00:00,Jan28,2020,1,28,23,0
Xinjiang,Mainland China,1/28/20 23:00,13,,,2020-01-28 23:00:00,Jan28,2020,1,28,23,0
Ningxia,Mainland China,1/28/20 23:00,12,,,2020-01-28 23:00:00,Jan28,2020,1,28,23,0
Guizhou,Mainland China,1/28/20 23:00,9,,,2020-01-28 23:00:00,Jan28,2020,1,28,23,0
Jilin,Mainland China,1/28/20 23:00,9,,,2020-01-28 23:00:00,Jan28,2020,1,28,23,0
Hong Kong,Hong Kong,1/28/20 23:00,8,,,2020-01-28 23:00:00,Jan28,2020,1,28,23,0
Taiwan,Taiwan,1/28/20 23:00,8,,,2020-01-28 23:00:00,Jan28,2020,1,28,23,0
Macau,Macau,1/28/20 23:00,7,,,2020-01-28 23:00:00,Jan28,2020,1,28,23,0
Qinghai,Mainland China,1/28/20 23:00,6,,,2020-01-28 23:00:00,Jan28,2020,1,28,23,0
Washington,US,1/28/20 18:00,1,,,2020-01-28 23:00:00,Jan28,2020,1,28,23,0
Illinois,US,1/28/20 23:00,1,,,2020-01-28 23:00:00,Jan28,2020,1,28,23,0
California,US,1/28/20 23:00,2,,,2020-01-28 23:00:00,Jan28,2020,1,28,23,0
Arizona,US,1/28/20 23:00,1,,,2020-01-28 23:00:00,Jan28,2020,1,28,23,0
,Japan,1/28/20 23:00,7,,1.0,2020-01-28 23:00:00,Jan28,2020,1,28,23,0
,Thailand,1/28/20 23:00,14,,5.0,2020-01-28 23:00:00,Jan28,2020,1,28,23,0
,South Korea,1/28/20 23:00,4,,,2020-01-28 23:00:00,Jan28,2020,1,28,23,0
,Singapore ,1/28/20 23:00,7,,,2020-01-28 23:00:00,Jan28,2020,1,28,23,0
,Vietnam,1/28/20 23:00,2,,,2020-01-28 23:00:00,Jan28,2020,1,28,23,0
,France,1/28/20 23:00,4,,,2020-01-28 23:00:00,Jan28,2020,1,28,23,0
,Nepal,1/28/20 23:00,1,,,2020-01-28 23:00:00,Jan28,2020,1,28,23,0
,Malaysia ,1/28/20 23:00,7,,,2020-01-28 23:00:00,Jan28,2020,1,28,23,0
Ontario,Canada,1/28/20 23:00,1,,,2020-01-28 23:00:00,Jan28,2020,1,28,23,0
British Columbia,Canada,1/28/20 23:00,1,,,2020-01-28 23:00:00,Jan28,2020,1,28,23,0
,Cambodia,1/28/20 23:00,1,,,2020-01-28 23:00:00,Jan28,2020,1,28,23,0
,Sri Lanka,1/28/20 23:00,1,,,2020-01-28 23:00:00,Jan28,2020,1,28,23,0
New South Wales,Australia,1/28/20 23:00,4,,,2020-01-28 23:00:00,Jan28,2020,1,28,23,0
Victoria,Australia,1/28/20 23:00,1,,,2020-01-28 23:00:00,Jan28,2020,1,28,23,0
Bavaria,Germany,1/28/20 23:00,4,,,2020-01-28 23:00:00,Jan28,2020,1,28,23,0
