Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,datetime,date,year,month,day,hr,min
Hubei,Mainland China,1/29/20 14:30,3554,125.0,88.0,2020-01-29 14:30:00,Jan29,2020,1,29,14,30
Zhejiang,Mainland China,1/29/20 14:30,296,,3.0,2020-01-29 14:30:00,Jan29,2020,1,29,14,30
Guangdong,Mainland China,1/29/20 14:30,277,,5.0,2020-01-29 14:30:00,Jan29,2020,1,29,14,30
Hunan,Mainland China,1/29/20 14:30,221,,,2020-01-29 14:30:00,Jan29,2020,1,29,14,30
Henan,Mainland China,1/29/20 14:30,206,2.0,1.0,2020-01-29 14:30:00,Jan29,2020,1,29,14,30
Anhui,Mainland China,1/29/20 14:30,152,,2.0,2020-01-29 14:30:00,Jan29,2020,1,29,14,30
Chongqing,Mainland China,1/29/20 14:30,147,,1.0,2020-01-29 14:30:00,Jan29,2020,1,29,14,30
Shandong,Mainland China,1/29/20 14:30,130,,1.0,2020-01-29 14:30:00,Jan29,2020,1,29,14,30
Beijing,Mainland China,1/29/20 14:30,111,1.0,4.0,2020-01-29 14:30:00,Jan29,2020,1,29,14,30
Jiangxi,Mainland China,1/29/20 14:30,109,,3.0,2020-01-29 14:30:00,Jan29,2020,1,29,14,30
Sichuan,Mainland China,1/29/20 14:30,108,1.0,1.0,2020-01-29 14:30:00,Jan29,2020,1,29,14,30
Jiangsu,Mainland China,1/29/20 14:30,99,,1.0,2020-01-29 14:30:00,Jan29,2020,1,29,14,30
Shanghai,Mainland China,1/29/20 14:30,96,1.0,5.0,2020-01-29 14:30:00,Jan29,2020,1,29,14,30
Fujian,Mainland China,1/29/20 14:30,84,,,2020-01-29 14:30:00,Jan29,2020,1,29,14,30
Guangxi,Mainland China,1/29/20 14:30,58,,2.0,2020-01-29 14:30:00,Jan29,2020,1,29,14,30
Shaanxi,Mainland China,1/29/20 14:30,56,,,2020-01-29 14:30:00,Jan29,2020,1,29,14,30
Yunnan,Mainland China,1/29/20 14:30,55,,,2020-01-29 14:30:00,Jan29,2020,1,29,14,30
Hebei,Mainland China,1/29/20 14:30,48,1.0,,2020-01-29 14:30:00,Jan29,2020,1,29,14,30
Hainan,Mainland China,1/29/20 14:30,43,1.0,,2020-01-29 14:30:00,Jan29,2020,1,29,14,30
Liaoning,Mainland China,1/29/20 14:30,39,,1.0,2020-01-29 14:30:00,Jan29,2020,1,29,14,30
Heilongjiang,Mainland China,1/29/20 14:30,38,1.0,,2020-01-29 14:30:00,Jan29,2020,1,29,14,30
Tianjin,Mainland China,1/29/20 14:30,27,,,2020-01-29 14:30:00,Jan29,2020,1,29,14,30
Shanxi,Mainland China,1/29/20 14:30,27,,1.0,2020-01-29 14:30:00,Jan29,2020,1,29,14,30
Gansu,Mainland China,1/29/20 14:30,24,,,2020-01-29 14:30:00,Jan29,2020,1,29,14,30
Inner Mongolia,Mainland China,1/29/20 14:30,16,,,2020-01-29 14:30:00,Jan29,2020,1,29,14,30
Xinjiang,Mainland China,1/29/20 14:30,13,,,2020-01-29 14:30:00,Jan29,2020,1,29,14,30
Ningxia,Mainland China,1/29/20 14:30,12,,,2020-01-29 14:30:00,Jan29,2020,1,29,14,30
Hong Kong,Hong Kong,1/29/20 14:30,10,,,2020-01-29 14:30:00,Jan29,2020,1,29,14,30
Guizhou,Mainland China,1/29/20 14:30,9,,1.0,2020-01-29 14:30:00,Jan29,2020,1,29,14,30
Jilin,Mainland China,1/29/20 14:30,9,,,2020-01-29 14:30:00,Jan29,2020,1,29,14,30
Taiwan,Taiwan,1/29/20 14:30,8,,,2020-01-29 14:30:00,Jan29,2020,1,29,14,30
Macau,Macau,1/29/20 14:30,7,,,2020-01-29 14:30:00,Jan29,2020,1,29,14,30
Qinghai,Mainland China,1/29/20 14:30,6,,,2020-01-29 14:30:00,Jan29,2020,1,29,14,30
Washington,US,1/29/20 14:30,1,,,2020-01-29 14:30:00,Jan29,2020,1,29,14,30
