Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,date,year,month,day,Latitude,Longitude
Hubei,Mainland China,2020-02-15T23:13:05,56249,1596,5623,Feb15,2020,2,15,30.9756,112.2707
Guangdong,Mainland China,2020-02-15T14:03:04,1294,2,410,Feb15,2020,2,15,23.3417,113.4244
Henan,Mainland China,2020-02-15T12:13:08,1212,13,391,Feb15,2020,2,15,33.882,113.614
Zhejiang,Mainland China,2020-02-15T11:23:17,1162,0,428,Feb15,2020,2,15,29.1832,120.0934
Hunan,Mainland China,2020-02-15T13:03:04,1001,2,425,Feb15,2020,2,15,27.6104,111.7088
Anhui,Mainland China,2020-02-15T12:13:08,950,6,221,Feb15,2020,2,15,31.8257,117.2264
Jiangxi,Mainland China,2020-02-15T01:33:02,913,1,210,Feb15,2020,2,15,27.614,115.7221
Jiangsu,Mainland China,2020-02-15T12:13:08,604,0,186,Feb15,2020,2,15,32.9711,119.455
Chongqing,Mainland China,2020-02-15T23:23:07,544,5,184,Feb15,2020,2,15,30.0572,107.874
Shandong,Mainland China,2020-02-15T11:23:17,532,2,156,Feb15,2020,2,15,36.3427,118.1498
Sichuan,Mainland China,2020-02-15T08:43:03,470,1,119,Feb15,2020,2,15,30.6171,102.7103
Heilongjiang,Mainland China,2020-02-15T11:43:01,425,11,68,Feb15,2020,2,15,47.862,127.7615
Beijing,Mainland China,2020-02-15T09:53:01,375,4,98,Feb15,2020,2,15,40.1824,116.4142
Shanghai,Mainland China,2020-02-15T03:13:06,326,1,124,Feb15,2020,2,15,31.202,121.4491
Hebei,Mainland China,2020-02-15T13:03:04,291,3,101,Feb15,2020,2,15,38.0428,114.5149
Fujian,Mainland China,2020-02-15T13:03:04,285,0,71,Feb15,2020,2,15,26.0789,117.9874
Diamond Princess cruise ship,Others,2020-02-15T17:03:04,285,0,0,Feb15,2020,2,15,35.4437,139.638
Guangxi,Mainland China,2020-02-15T06:33:01,235,2,44,Feb15,2020,2,15,23.8298,108.7881
Shaanxi,Mainland China,2020-02-15T12:13:08,232,0,60,Feb15,2020,2,15,35.1917,108.8701
Yunnan,Mainland China,2020-02-15T06:33:01,168,0,42,Feb15,2020,2,15,24.974,101.487
Hainan,Mainland China,2020-02-15T11:23:17,162,4,39,Feb15,2020,2,15,19.1959,109.7453
Guizhou,Mainland China,2020-02-15T14:53:04,143,1,41,Feb15,2020,2,15,26.8154,106.8748
Shanxi,Mainland China,2020-02-15T23:13:05,128,0,46,Feb15,2020,2,15,37.5777,112.2922
Tianjin,Mainland China,2020-02-15T13:43:01,122,3,37,Feb15,2020,2,15,39.3054,117.323
Liaoning,Mainland China,2020-02-15T09:53:01,119,1,31,Feb15,2020,2,15,41.2956,122.6085
Gansu,Mainland China,2020-02-15T12:13:08,90,2,49,Feb15,2020,2,15,36.0611,103.8343
Jilin,Mainland China,2020-02-15T12:13:08,88,1,26,Feb15,2020,2,15,43.6661,126.1923
,Singapore,2020-02-15T23:53:02,72,0,18,Feb15,2020,2,15,1.2833,103.8333
Ningxia,Mainland China,2020-02-15T08:43:03,70,0,33,Feb15,2020,2,15,37.2692,106.1655
Xinjiang,Mainland China,2020-02-15T09:53:01,70,1,10,Feb15,2020,2,15,41.1129,85.2401
Inner Mongolia,Mainland China,2020-02-15T14:03:04,68,0,7,Feb15,2020,2,15,44.0935,113.9448
Hong Kong,Hong Kong,2020-02-14T09:03:12,56,1,1,Feb15,2020,2,15,22.3,114.2
,Japan,2020-02-15T17:43:06,43,1,12,Feb15,2020,2,15,36.0,138.0
,Thailand,2020-02-13T17:53:03,33,0,12,Feb15,2020,2,15,15.0,101.0
,South Korea,2020-02-15T23:33:02,28,0,9,Feb15,2020,2,15,36.0,128.0
,Malaysia,2020-02-15T23:43:02,22,0,7,Feb15,2020,2,15,2.5,112.5
Qinghai,Mainland China,2020-02-15T08:43:03,18,0,13,Feb15,2020,2,15,35.7452,95.9956
Taiwan,Taiwan,2020-02-15T03:43:02,18,0,2,Feb15,2020,2,15,23.7,121.0
,Germany,2020-02-13T15:13:11,16,0,1,Feb15,2020,2,15,51.0,9.0
,Vietnam,2020-02-13T06:33:02,16,0,7,Feb15,2020,2,15,16.0,108.0
,France,2020-02-15T20:53:02,12,1,4,Feb15,2020,2,15,47.0,2.0
Macau,Macau,2020-02-13T14:13:06,10,0,3,Feb15,2020,2,15,22.1667,113.55
,UK,2020-02-12T19:03:06,9,0,1,Feb15,2020,2,15,55.0,-3.0
,United Arab Emirates,2020-02-15T06:03:03,8,0,3,Feb15,2020,2,15,24.0,54.0
Queensland,Australia,2020-02-09T19:33:02,5,0,0,Feb15,2020,2,15,-28.0167,153.4
New South Wales,Australia,2020-02-13T17:53:03,4,0,4,Feb15,2020,2,15,-33.8688,151.2093
Victoria,Australia,2020-02-13T17:53:03,4,0,4,Feb15,2020,2,15,-37.8136,144.9631
British Columbia,Canada,2020-02-07T05:43:03,4,0,0,Feb15,2020,2,15,49.2827,-123.1207
,India,2020-02-13T18:53:02,3,0,0,Feb15,2020,2,15,21.0,78.0
,Italy,2020-02-07T17:53:02,3,0,0,Feb15,2020,2,15,43.0,12.0
,Philippines,2020-02-12T07:43:02,3,1,1,Feb15,2020,2,15,13.0,122.0
South Australia,Australia,2020-02-02T22:33:07,2,0,0,Feb15,2020,2,15,-34.9285,138.6007
"Toronto, ON",Canada,2020-02-04T00:13:06,2,0,0,Feb15,2020,2,15,43.6532,-79.3832
,Russia,2020-02-12T14:43:03,2,0,2,Feb15,2020,2,15,60.0,90.0
,Spain,2020-02-15T17:23:04,2,0,2,Feb15,2020,2,15,40.0,-4.0
"Chicago, IL",US,2020-02-09T19:03:03,2,0,2,Feb15,2020,2,15,41.8781,-87.6298
"San Benito, CA",US,2020-02-03T03:53:02,2,0,0,Feb15,2020,2,15,36.5761,-120.9876
"San Diego County, CA",US,2020-02-13T03:13:08,2,0,0,Feb15,2020,2,15,32.7157,-117.1611
"Santa Clara, CA",US,2020-02-03T00:43:02,2,0,0,Feb15,2020,2,15,37.3541,-121.9552
,Belgium,2020-02-04T15:43:02,1,0,0,Feb15,2020,2,15,50.8333,4.0
,Cambodia,2020-02-12T07:43:02,1,0,1,Feb15,2020,2,15,11.55,104.9167
"London, ON",Canada,2020-02-12T18:53:03,1,0,1,Feb15,2020,2,15,42.9849,-81.2453
,Egypt,2020-02-14T23:53:02,1,0,0,Feb15,2020,2,15,26.0,30.0
,Finland,2020-02-12T00:03:12,1,0,1,Feb15,2020,2,15,64.0,26.0
Tibet,Mainland China,2020-02-12T06:43:02,1,0,1,Feb15,2020,2,15,31.6927,88.0924
,Nepal,2020-02-12T14:43:03,1,0,1,Feb15,2020,2,15,28.1667,84.25
,Sri Lanka,2020-02-08T03:43:03,1,0,1,Feb15,2020,2,15,7.0,81.0
,Sweden,2020-02-01T02:13:26,1,0,0,Feb15,2020,2,15,63.0,16.0
"Boston, MA",US,2020-02-01T19:43:03,1,0,0,Feb15,2020,2,15,42.3601,-71.0589
"Los Angeles, CA",US,2020-02-01T19:53:03,1,0,0,Feb15,2020,2,15,34.0522,-118.2437
"Madison, WI",US,2020-02-05T21:53:02,1,0,0,Feb15,2020,2,15,43.0731,-89.4012
"Orange, CA",US,2020-02-01T19:53:03,1,0,0,Feb15,2020,2,15,33.7879,-117.8531
"San Antonio, TX",US,2020-02-13T18:53:02,1,0,0,Feb15,2020,2,15,29.4241,-98.4936
"Seattle, WA",US,2020-02-09T07:03:04,1,0,1,Feb15,2020,2,15,47.6062,-122.3321
"Tempe, AZ",US,2020-02-01T19:43:03,1,0,0,Feb15,2020,2,15,33.4255,-111.94
