Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,date,year,month,day,Latitude,Longitude
Hubei,Mainland China,1/31/2020 23:59,5806,204.0,141.0,Jan31,2020,1,31,30.9756,112.2707
Zhejiang,Mainland China,1/31/2020 23:59,538,,14.0,Jan31,2020,1,31,29.1832,120.0934
Guangdong,Mainland China,1/31/2020 23:59,436,,11.0,Jan31,2020,1,31,23.3417,113.4244
Henan,Mainland China,1/31/2020 23:59,352,2.0,3.0,Jan31,2020,1,31,33.882,113.614
Hunan,Mainland China,1/31/2020 23:59,332,,2.0,Jan31,2020,1,31,27.6104,111.7088
Jiangxi,Mainland China,1/31/2020 23:59,240,,7.0,Jan31,2020,1,31,27.614,115.7221
Anhui,Mainland China,1/31/2020 23:59,237,,3.0,Jan31,2020,1,31,31.8257,117.2264
Chongqing,Mainland China,1/31/2020 23:59,211,,1.0,Jan31,2020,1,31,30.0572,107.874
Shandong,Mainland China,1/31/2020 23:59,184,,2.0,Jan31,2020,1,31,36.3427,118.1498
Sichuan,Mainland China,1/31/2020 23:59,177,1.0,1.0,Jan31,2020,1,31,30.6171,102.7103
Jiangsu,Mainland China,1/31/2020 23:59,168,,5.0,Jan31,2020,1,31,32.9711,119.455
Beijing,Mainland China,1/31/2020 23:59,139,1.0,5.0,Jan31,2020,1,31,40.1824,116.4142
Shanghai,Mainland China,1/31/2020 23:59,135,1.0,9.0,Jan31,2020,1,31,31.202,121.4491
Fujian,Mainland China,1/31/2020 23:59,120,,,Jan31,2020,1,31,26.0789,117.9874
Guangxi,Mainland China,1/31/2020 23:59,87,,2.0,Jan31,2020,1,31,23.8298,108.7881
Shaanxi,Mainland China,1/31/2020 23:59,87,,,Jan31,2020,1,31,35.1917,108.8701
Yunnan,Mainland China,1/31/2020 23:59,83,,1.0,Jan31,2020,1,31,24.974,101.487
Hebei,Mainland China,1/31/2020 23:59,82,1.0,,Jan31,2020,1,31,38.0428,114.5149
Heilongjiang,Mainland China,1/31/2020 23:59,59,2.0,,Jan31,2020,1,31,47.862,127.7615
Hainan,Mainland China,1/31/2020 23:59,52,1.0,1.0,Jan31,2020,1,31,19.1959,109.7453
Liaoning,Mainland China,1/31/2020 23:59,48,,1.0,Jan31,2020,1,31,41.2956,122.6085
Shanxi,Mainland China,1/31/2020 23:59,39,,1.0,Jan31,2020,1,31,37.5777,112.2922
Tianjin,Mainland China,1/31/2020 23:59,32,,,Jan31,2020,1,31,39.3054,117.323
Guizhou,Mainland China,1/31/2020 23:59,29,,2.0,Jan31,2020,1,31,26.8154,106.8748
Gansu,Mainland China,1/31/2020 23:59,29,,,Jan31,2020,1,31,36.0611,103.8343
Ningxia,Mainland China,1/31/2020 23:59,21,,,Jan31,2020,1,31,37.2692,106.1655
Inner Mongolia,Mainland China,1/31/2020 23:59,20,,1.0,Jan31,2020,1,31,44.0935,113.9448
Xinjiang,Mainland China,1/31/2020 23:59,17,,,Jan31,2020,1,31,41.1129,85.2401
Jilin,Mainland China,1/31/2020 23:59,14,,1.0,Jan31,2020,1,31,43.6661,126.1923
Hong Kong,Hong Kong,1/31/2020 23:59,12,,,Jan31,2020,1,31,22.3,114.2
Taiwan,Taiwan,1/31/2020 23:59,10,,,Jan31,2020,1,31,23.7,121.0
Qinghai,Mainland China,1/31/2020 23:59,8,,,Jan31,2020,1,31,35.7452,95.9956
Macau,Macau,1/31/2020 23:59,7,,,Jan31,2020,1,31,22.1667,113.55
Tibet,Mainland China,1/31/2020 23:59,1,,,Jan31,2020,1,31,31.6927,88.0924
,Thailand,1/31/2020 23:59,19,,5.0,Jan31,2020,1,31,15.0,101.0
,Japan,1/31/2020 23:59,15,,1.0,Jan31,2020,1,31,36.0,138.0
,Singapore,1/31/2020 23:59,13,,,Jan31,2020,1,31,1.2833,103.8333
,South Korea,1/31/2020 23:59,11,,,Jan31,2020,1,31,36.0,128.0
,Malaysia,1/31/2020 23:59,8,,,Jan31,2020,1,31,2.5,112.5
,France,1/31/2020 23:59,5,,,Jan31,2020,1,31,47.0,2.0
Bavaria,Germany,1/31/2020 23:59,5,,,Jan31,2020,1,31,48.7904,11.4979
New South Wales,Australia,1/31/2020 23:59,4,,2.0,Jan31,2020,1,31,-33.8688,151.2093
,United Arab Emirates,1/31/2020 23:59,4,,,Jan31,2020,1,31,24.0,54.0
Victoria,Australia,1/31/2020 23:59,3,,,Jan31,2020,1,31,-37.8136,144.9631
Illinois,US,1/31/2020 23:59,2,,,Jan31,2020,1,31,40.6331,-89.3985
California,US,1/31/2020 23:59,2,,,Jan31,2020,1,31,36.7783,-119.4179
,Vietnam,1/31/2020 23:59,2,,,Jan31,2020,1,31,16.0,108.0
Ontario,Canada,1/31/2020 23:59,2,,,Jan31,2020,1,31,51.2538,-85.3232
Queensland,Australia,1/31/2020 23:59,2,,,Jan31,2020,1,31,-28.0167,153.4
,Italy,1/31/2020 23:59,2,,,Jan31,2020,1,31,43.0,12.0
,UK,1/31/2020 23:59,2,,,Jan31,2020,1,31,55.0,-3.0
,Russia,1/31/2020 23:59,2,,,Jan31,2020,1,31,60.0,90.0
Washington,US,1/31/2020 23:59,1,,,Jan31,2020,1,31,47.608013,-122.335167
Arizona,US,1/31/2020 23:59,1,,,Jan31,2020,1,31,34.048927,-111.093735
,Nepal,1/31/2020 23:59,1,,,Jan31,2020,1,31,28.1667,84.25
British Columbia,Canada,1/31/2020 23:59,1,,,Jan31,2020,1,31,49.2827,-123.1207
,Cambodia,1/31/2020 23:59,1,,,Jan31,2020,1,31,11.55,104.9167
,Sri Lanka,1/31/2020 23:59,1,,,Jan31,2020,1,31,7.0,81.0
