Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,datetime,date,year,month,day,hr,min
Hubei,Mainland China,1/29/20 13:30,3554,125.0,80.0,2020-01-29 13:30:00,Jan29,2020,1,29,13,30
Guangdong,Mainland China,1/29/20 13:30,277,,4.0,2020-01-29 13:30:00,Jan29,2020,1,29,13,30
Zhejiang,Mainland China,1/29/20 13:30,296,,3.0,2020-01-29 13:30:00,Jan29,2020,1,29,13,30
Henan,Mainland China,1/29/20 13:30,206,2.0,1.0,2020-01-29 13:30:00,Jan29,2020,1,29,13,30
Chongqing,Mainland China,1/29/20 13:30,147,,,2020-01-29 13:30:00,Jan29,2020,1,29,13,30
Hunan,Mainland China,1/29/20 13:30,221,,,2020-01-29 13:30:00,Jan29,2020,1,29,13,30
Shandong,Mainland China,1/29/20 13:30,130,,1.0,2020-01-29 13:30:00,Jan29,2020,1,29,13,30
Beijing,Mainland China,1/29/20 13:30,111,1.0,4.0,2020-01-29 13:30:00,Jan29,2020,1,29,13,30
Anhui,Mainland China,1/29/20 13:30,152,,2.0,2020-01-29 13:30:00,Jan29,2020,1,29,13,30
Sichuan,Mainland China,1/29/20 13:30,108,,,2020-01-29 13:30:00,Jan29,2020,1,29,13,30
Fujian,Mainland China,1/29/20 13:30,84,,,2020-01-29 13:30:00,Jan29,2020,1,29,13,30
Shanghai,Mainland China,1/29/20 13:30,96,1.0,4.0,2020-01-29 13:30:00,Jan29,2020,1,29,13,30
Jiangxi,Mainland China,1/29/20 13:30,109,,3.0,2020-01-29 13:30:00,Jan29,2020,1,29,13,30
Jiangsu,Mainland China,1/29/20 13:30,99,,1.0,2020-01-29 13:30:00,Jan29,2020,1,29,13,30
Guangxi,Mainland China,1/29/20 13:30,58,,2.0,2020-01-29 13:30:00,Jan29,2020,1,29,13,30
Shaanxi,Mainland China,1/29/20 13:30,56,,,2020-01-29 13:30:00,Jan29,2020,1,29,13,30
Hainan,Mainland China,1/29/20 13:30,43,1.0,1.0,2020-01-29 13:30:00,Jan29,2020,1,29,13,30
Liaoning,Mainland China,1/29/20 13:30,39,,,2020-01-29 13:30:00,Jan29,2020,1,29,13,30
Yunnan,Mainland China,1/29/20 13:30,55,,,2020-01-29 13:30:00,Jan29,2020,1,29,13,30
Tianjin,Mainland China,1/29/20 13:30,27,,,2020-01-29 13:30:00,Jan29,2020,1,29,13,30
Heilongjiang,Mainland China,1/29/20 13:30,38,1.0,,2020-01-29 13:30:00,Jan29,2020,1,29,13,30
