Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,date,year,month,day,Latitude,Longitude
Hubei,Mainland China,2020-02-17T23:13:06,59989,1789,7862,Feb17,2020,2,17,30.9756,112.2707
Guangdong,Mainland China,2020-02-17T12:43:02,1322,4,524,Feb17,2020,2,17,23.3417,113.4244
Henan,Mainland China,2020-02-17T14:53:02,1246,16,509,Feb17,2020,2,17,33.882,113.614
Zhejiang,Mainland China,2020-02-17T11:23:06,1171,0,507,Feb17,2020,2,17,29.1832,120.0934
Hunan,Mainland China,2020-02-17T11:43:01,1006,3,498,Feb17,2020,2,17,27.6104,111.7088
Anhui,Mainland China,2020-02-17T09:13:07,973,6,280,Feb17,2020,2,17,31.8257,117.2264
Jiangxi,Mainland China,2020-02-17T01:33:02,930,1,275,Feb17,2020,2,17,27.614,115.7221
Jiangsu,Mainland China,2020-02-17T10:23:04,626,0,258,Feb17,2020,2,17,32.9711,119.455
Chongqing,Mainland China,2020-02-17T23:13:06,553,5,225,Feb17,2020,2,17,30.0572,107.874
Shandong,Mainland China,2020-02-17T11:03:06,541,2,191,Feb17,2020,2,17,36.3427,118.1498
Sichuan,Mainland China,2020-02-17T13:13:09,495,3,156,Feb17,2020,2,17,30.6171,102.7103
Heilongjiang,Mainland China,2020-02-17T08:03:06,457,11,85,Feb17,2020,2,17,47.862,127.7615
Diamond Princess cruise ship,Others,2020-02-17T14:33:04,454,0,0,Feb17,2020,2,17,35.4437,139.638
Beijing,Mainland China,2020-02-17T01:23:02,381,4,114,Feb17,2020,2,17,40.1824,116.4142
Shanghai,Mainland China,2020-02-17T23:53:02,333,1,161,Feb17,2020,2,17,31.202,121.4491
Hebei,Mainland China,2020-02-17T13:03:06,301,3,122,Feb17,2020,2,17,38.0428,114.5149
Fujian,Mainland China,2020-02-17T10:23:04,290,0,90,Feb17,2020,2,17,26.0789,117.9874
Shaanxi,Mainland China,2020-02-17T11:43:01,240,0,79,Feb17,2020,2,17,35.1917,108.8701
Guangxi,Mainland China,2020-02-17T10:23:04,238,2,53,Feb17,2020,2,17,23.8298,108.7881
Yunnan,Mainland China,2020-02-17T10:23:04,171,0,47,Feb17,2020,2,17,24.974,101.487
Hainan,Mainland China,2020-02-17T11:03:06,163,4,59,Feb17,2020,2,17,19.1959,109.7453
Guizhou,Mainland China,2020-02-17T11:13:16,146,1,57,Feb17,2020,2,17,26.8154,106.8748
Shanxi,Mainland China,2020-02-17T22:53:01,130,0,53,Feb17,2020,2,17,37.5777,112.2922
Tianjin,Mainland China,2020-02-17T12:43:02,125,3,46,Feb17,2020,2,17,39.3054,117.323
Liaoning,Mainland China,2020-02-17T11:13:16,121,1,43,Feb17,2020,2,17,41.2956,122.6085
Gansu,Mainland China,2020-02-17T14:53:02,91,2,58,Feb17,2020,2,17,36.0611,103.8343
Jilin,Mainland China,2020-02-17T11:03:06,89,1,34,Feb17,2020,2,17,43.6661,126.1923
,Singapore,2020-02-17T14:33:04,77,0,24,Feb17,2020,2,17,1.2833,103.8333
Xinjiang,Mainland China,2020-02-17T01:53:01,75,1,12,Feb17,2020,2,17,41.1129,85.2401
Inner Mongolia,Mainland China,2020-02-17T02:03:06,72,0,8,Feb17,2020,2,17,44.0935,113.9448
Ningxia,Mainland China,2020-02-17T11:03:06,70,0,35,Feb17,2020,2,17,37.2692,106.1655
,Japan,2020-02-17T14:33:04,66,1,12,Feb17,2020,2,17,36.0,138.0
Hong Kong,Hong Kong,2020-02-17T22:53:01,60,1,2,Feb17,2020,2,17,22.3,114.2
,Thailand,2020-02-17T07:33:02,35,0,15,Feb17,2020,2,17,15.0,101.0
,South Korea,2020-02-17T23:43:01,30,0,10,Feb17,2020,2,17,36.0,128.0
