Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Latitude,Longitude,date,year,month,day
Alabama,US,2020-04-09 23:02:37,2703,70,0,32.3182,-86.9023,Apr09,2020,4,9
Alaska,US,2020-04-09 23:02:37,235,7,0,61.3707,-152.4044,Apr09,2020,4,9
Arizona,US,2020-04-09 23:02:37,3018,89,0,33.7298,-111.4312,Apr09,2020,4,9
Arkansas,US,2020-04-09 23:02:37,1119,21,0,34.9697,-92.3731,Apr09,2020,4,9
California,US,2020-04-09 23:02:37,19710,544,0,36.1162,-119.6816,Apr09,2020,4,9
Colorado,US,2020-04-09 23:02:37,5655,193,0,39.0598,-105.3111,Apr09,2020,4,9
Connecticut,US,2020-04-09 23:02:37,9784,380,0,41.5978,-72.7554,Apr09,2020,4,9
Delaware,US,2020-04-09 23:02:37,1209,23,0,39.3185,-75.5071,Apr09,2020,4,9
District of Columbia,US,2020-04-09 23:02:37,1523,32,0,38.8974,-77.0268,Apr09,2020,4,9
Florida,US,2020-04-09 23:02:37,16364,354,0,27.7663,-81.6868,Apr09,2020,4,9
Georgia,US,2020-04-09 23:02:37,10566,379,0,33.0406,-83.6431,Apr09,2020,4,9
Hawaii,US,2020-04-09 23:02:37,442,6,0,21.0943,-157.4983,Apr09,2020,4,9
Idaho,US,2020-04-09 23:02:37,1232,18,0,44.2405,-114.4788,Apr09,2020,4,9
Illinois,US,2020-04-09 23:02:37,15079,462,0,40.3495,-88.9861,Apr09,2020,4,9
Indiana,US,2020-04-09 23:02:37,6351,245,0,39.8494,-86.2583,Apr09,2020,4,9
Iowa,US,2020-04-09 23:02:37,1270,29,0,42.0115,-93.2105,Apr09,2020,4,9
Kansas,US,2020-04-09 23:02:37,1116,42,0,38.5266,-96.7265,Apr09,2020,4,9
Kentucky,US,2020-04-09 23:02:37,1341,73,0,37.6681,-84.6701,Apr09,2020,4,9
Louisiana,US,2020-04-09 23:02:37,18283,702,0,31.1695,-91.8678,Apr09,2020,4,9
Maine,US,2020-04-09 23:02:37,560,16,0,44.6939,-69.3819,Apr09,2020,4,9
Maryland,US,2020-04-09 23:02:37,6185,138,0,39.0639,-76.8021,Apr09,2020,4,9
Massachusetts,US,2020-04-09 23:02:37,18941,503,0,42.2302,-71.5301,Apr09,2020,4,9
Michigan,US,2020-04-09 23:02:37,21504,1076,0,43.3266,-84.5361,Apr09,2020,4,9
Minnesota,US,2020-04-09 23:02:37,1240,50,0,45.6945,-93.9002,Apr09,2020,4,9
Mississippi,US,2020-04-09 23:02:37,2260,76,0,32.7416,-89.6787,Apr09,2020,4,9
Missouri,US,2020-04-09 23:02:37,3432,93,0,38.4561,-92.2884,Apr09,2020,4,9
Montana,US,2020-04-09 23:02:37,354,6,0,46.9219,-110.4544,Apr09,2020,4,9
Nebraska,US,2020-04-09 23:02:37,568,14,0,41.1254,-98.2681,Apr09,2020,4,9
Nevada,US,2020-04-09 23:02:37,2456,81,0,38.3135,-117.0554,Apr09,2020,4,9
New Hampshire,US,2020-04-09 23:02:37,819,21,0,43.4525,-71.5639,Apr09,2020,4,9
New Jersey,US,2020-04-09 23:02:37,51027,1709,0,40.2989,-74.521,Apr09,2020,4,9
New Mexico,US,2020-04-09 23:02:37,865,16,0,34.8405,-106.2485,Apr09,2020,4,9
New York,US,2020-04-09 23:02:37,161779,7067,0,42.1657,-74.9481,Apr09,2020,4,9
North Carolina,US,2020-04-09 23:02:37,3736,76,0,35.6301,-79.8064,Apr09,2020,4,9
North Dakota,US,2020-04-09 23:02:37,269,5,0,47.5289,-99.784,Apr09,2020,4,9
Northern Mariana Islands,US,2020-04-09 23:02:37,5,1,0,15.0979,145.6739,Apr09,2020,4,9
Ohio,US,2020-04-09 23:02:37,5512,213,0,40.3888,-82.7649,Apr09,2020,4,9
Oklahoma,US,2020-04-09 23:02:37,1686,80,0,35.5653,-96.9289,Apr09,2020,4,9
Oregon,US,2020-04-09 23:02:37,1321,44,0,44.572,-122.0709,Apr09,2020,4,9
Pennsylvania,US,2020-04-09 23:02:37,18300,345,0,40.5908,-77.2098,Apr09,2020,4,9
Rhode Island,US,2020-04-09 23:02:37,1727,43,0,41.6809,-71.5118,Apr09,2020,4,9
South Carolina,US,2020-04-09 23:02:37,2793,67,0,33.8569,-80.945,Apr09,2020,4,9
South Dakota,US,2020-04-09 23:02:37,447,6,0,44.2998,-99.4388,Apr09,2020,4,9
Tennessee,US,2020-04-09 23:02:37,4634,94,0,35.7478,-86.6923,Apr09,2020,4,9
Texas,US,2020-04-09 23:02:37,11208,210,0,31.0545,-97.5635,Apr09,2020,4,9
Utah,US,2020-04-09 23:02:37,1856,13,0,40.15,-111.8624,Apr09,2020,4,9
Vermont,US,2020-04-09 23:02:37,628,23,0,44.0459,-72.7107,Apr09,2020,4,9
Virginia,US,2020-04-09 23:02:37,4042,109,0,37.7693,-78.17,Apr09,2020,4,9
Washington,US,2020-04-09 23:02:37,9639,456,0,47.4009,-121.4905,Apr09,2020,4,9
West Virginia,US,2020-04-09 23:02:37,514,5,0,38.4912,-80.9545,Apr09,2020,4,9
Wisconsin,US,2020-04-09 23:02:37,2886,111,0,44.2685,-89.6165,Apr09,2020,4,9
Wyoming,US,2020-04-09 23:02:37,230,0,0,42.756,-107.3025,Apr09,2020,4,9
Alberta,Canada,2020-04-09 23:09:01,1423,29,0,53.9333,-116.5765,Apr09,2020,4,9
Anguilla,United Kingdom,2020-04-09 23:02:19,3,0,0,18.2206,-63.0686,Apr09,2020,4,9
Anhui,China,2020-04-09 01:12:20,991,6,984,31.8257,117.2264,Apr09,2020,4,9
Aruba,Netherlands,2020-04-09 23:02:19,82,0,20,12.5211,-69.9683,Apr09,2020,4,9
Australian Capital Territory,Australia,2020-04-09 23:09:19,100,2,47,-35.4735,149.0124,Apr09,2020,4,9
Beijing,China,2020-04-09 01:12:20,588,8,464,40.1824,116.4142,Apr09,2020,4,9
Bermuda,United Kingdom,2020-04-09 23:02:19,48,4,25,32.3078,-64.7505,Apr09,2020,4,9
"Bonaire, Sint Eustatius and Saba",Netherlands,2020-04-09 23:02:19,2,0,0,12.1784,-68.2385,Apr09,2020,4,9
British Columbia,Canada,2020-04-09 23:09:01,1336,48,0,53.7267,-127.6476,Apr09,2020,4,9
British Virgin Islands,United Kingdom,2020-04-09 23:02:19,3,0,0,18.4207,-64.64,Apr09,2020,4,9
Cayman Islands,United Kingdom,2020-04-09 23:02:19,45,1,6,19.3133,-81.2546,Apr09,2020,4,9
Channel Islands,United Kingdom,2020-04-09 23:02:19,361,8,40,49.3723,-2.3644,Apr09,2020,4,9
Chongqing,China,2020-03-29 00:14:12,579,6,570,30.0572,107.874,Apr09,2020,4,9
Curacao,Netherlands,2020-04-09 23:02:19,14,1,7,12.1696,-68.99,Apr09,2020,4,9
Diamond Princess,Canada,2020-04-09 23:09:01,0,1,0,,,Apr09,2020,4,9
Diamond Princess,US,2020-04-09 23:02:37,49,0,0,,,Apr09,2020,4,9
Falkland Islands (Malvinas),United Kingdom,2020-04-09 23:02:19,5,0,1,-51.7963,-59.5236,Apr09,2020,4,9
Faroe Islands,Denmark,2020-04-09 23:02:19,184,0,136,61.8926,-6.9118,Apr09,2020,4,9
French Guiana,France,2020-04-09 23:02:19,83,0,43,4.0,-53.0,Apr09,2020,4,9
French Polynesia,France,2020-04-09 23:02:19,51,0,0,-17.6797,-149.4068,Apr09,2020,4,9
Fujian,China,2020-04-08 12:26:31,351,1,308,26.0789,117.9874,Apr09,2020,4,9
Gansu,China,2020-04-09 02:02:54,139,2,135,37.8099,101.0583,Apr09,2020,4,9
Gibraltar,United Kingdom,2020-04-09 23:02:19,123,0,60,36.1408,-5.3536,Apr09,2020,4,9
Grand Princess,Canada,2020-04-09 23:09:01,13,0,0,,,Apr09,2020,4,9
Grand Princess,US,2020-04-09 23:02:37,103,3,0,,,Apr09,2020,4,9
Greenland,Denmark,2020-04-09 23:02:19,11,0,11,71.7069,-42.6043,Apr09,2020,4,9
Guadeloupe,France,2020-04-09 23:02:19,141,8,43,16.265,-61.551,Apr09,2020,4,9
Guam,US,2020-04-09 23:02:37,128,4,0,13.4443,144.7937,Apr09,2020,4,9
Guangdong,China,2020-04-09 01:12:20,1539,8,1423,23.3417,113.4244,Apr09,2020,4,9
Guangxi,China,2020-04-02 00:16:02,254,2,252,23.8298,108.7881,Apr09,2020,4,9
Guizhou,China,2020-03-18 01:37:43,146,2,144,26.8154,106.8748,Apr09,2020,4,9
Hainan,China,2020-03-24 04:19:14,168,6,162,19.1959,109.7453,Apr09,2020,4,9
Hebei,China,2020-04-09 00:59:02,327,6,313,39.549,116.1306,Apr09,2020,4,9
Heilongjiang,China,2020-04-09 00:52:58,609,13,470,47.862,127.7615,Apr09,2020,4,9
Henan,China,2020-04-06 00:42:07,1276,22,1252,33.882,113.614,Apr09,2020,4,9
Hong Kong,China,2020-04-09 09:16:48,973,4,293,22.3,114.2,Apr09,2020,4,9
Hubei,China,2020-04-09 01:34:36,67803,3215,64187,30.9756,112.2707,Apr09,2020,4,9
Hunan,China,2020-04-02 01:30:57,1019,4,1014,27.6104,111.7088,Apr09,2020,4,9
Inner Mongolia,China,2020-04-09 02:42:30,126,1,79,44.0935,113.9448,Apr09,2020,4,9
Isle of Man,United Kingdom,2020-04-09 23:02:19,190,1,92,54.2361,-4.5481,Apr09,2020,4,9
Jiangsu,China,2020-04-05 01:33:26,651,0,633,32.9711,119.455,Apr09,2020,4,9
Jiangxi,China,2020-03-30 03:15:15,937,1,935,27.614,115.7221,Apr09,2020,4,9
Jilin,China,2020-04-08 12:24:29,98,1,93,43.6661,126.1923,Apr09,2020,4,9
Liaoning,China,2020-04-09 12:08:14,144,2,132,41.2956,122.6085,Apr09,2020,4,9
Macau,China,2020-04-08 09:36:20,45,0,10,22.1667,113.55,Apr09,2020,4,9
Manitoba,Canada,2020-04-09 23:09:01,221,3,0,53.7609,-98.8139,Apr09,2020,4,9
Martinique,France,2020-04-09 23:02:19,154,6,50,14.6415,-61.0242,Apr09,2020,4,9
Mayotte,France,2020-04-09 23:02:19,184,2,22,-12.8275,45.166244,Apr09,2020,4,9
Montserrat,United Kingdom,2020-04-09 23:02:19,9,0,0,16.742498,-62.187366,Apr09,2020,4,9
New Brunswick,Canada,2020-04-09 23:09:01,108,0,0,46.5653,-66.4619,Apr09,2020,4,9
