Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,date,year,month,day,Latitude,Longitude
Hubei,Mainland China,2020-02-13T14:13:06,48206,1310,3459,Feb13,2020,2,13,30.9756,112.2707
Guangdong,Mainland China,2020-02-13T13:33:01,1241,2,314,Feb13,2020,2,13,23.3417,113.4244
Henan,Mainland China,2020-02-13T14:53:02,1169,10,296,Feb13,2020,2,13,33.882,113.614
Zhejiang,Mainland China,2020-02-13T14:13:06,1145,0,360,Feb13,2020,2,13,29.1832,120.0934
Hunan,Mainland China,2020-02-13T11:53:02,968,2,339,Feb13,2020,2,13,27.6104,111.7088
Anhui,Mainland China,2020-02-13T13:33:01,910,5,157,Feb13,2020,2,13,31.8257,117.2264
Jiangxi,Mainland China,2020-02-13T01:13:08,872,1,170,Feb13,2020,2,13,27.614,115.7221
Jiangsu,Mainland China,2020-02-13T10:33:23,570,0,139,Feb13,2020,2,13,32.9711,119.455
Chongqing,Mainland China,2020-02-13T23:23:05,529,4,128,Feb13,2020,2,13,30.0572,107.874
Shandong,Mainland China,2020-02-13T13:33:01,509,2,105,Feb13,2020,2,13,36.3427,118.1498
Sichuan,Mainland China,2020-02-13T13:33:01,451,1,104,Feb13,2020,2,13,30.6171,102.7103
Heilongjiang,Mainland China,2020-02-13T12:13:06,395,9,33,Feb13,2020,2,13,47.862,127.7615
Beijing,Mainland China,2020-02-13T14:13:06,366,3,69,Feb13,2020,2,13,40.1824,116.4142
Shanghai,Mainland China,2020-02-13T06:13:15,315,1,62,Feb13,2020,2,13,31.202,121.4491
Fujian,Mainland China,2020-02-13T10:33:23,279,0,57,Feb13,2020,2,13,26.0789,117.9874
Hebei,Mainland China,2020-02-13T10:33:23,265,3,68,Feb13,2020,2,13,38.0428,114.5149
Shaanxi,Mainland China,2020-02-13T10:33:23,229,0,46,Feb13,2020,2,13,35.1917,108.8701
Guangxi,Mainland China,2020-02-13T00:23:10,222,2,33,Feb13,2020,2,13,23.8298,108.7881
Diamond Princess cruise ship,Others,2020-02-12T04:23:38,175,0,0,Feb13,2020,2,13,35.4437,139.638
Hainan,Mainland China,2020-02-13T10:43:03,157,4,30,Feb13,2020,2,13,19.1959,109.7453
Yunnan,Mainland China,2020-02-13T08:43:08,156,0,27,Feb13,2020,2,13,24.974,101.487
Guizhou,Mainland China,2020-02-13T10:33:23,135,1,27,Feb13,2020,2,13,26.8154,106.8748
Shanxi,Mainland China,2020-02-13T23:23:05,126,0,36,Feb13,2020,2,13,37.5777,112.2922
Tianjin,Mainland China,2020-02-13T23:43:02,119,3,21,Feb13,2020,2,13,39.3054,117.323
Liaoning,Mainland China,2020-02-13T14:33:02,117,1,22,Feb13,2020,2,13,41.2956,122.6085
Gansu,Mainland China,2020-02-13T15:53:03,90,2,39,Feb13,2020,2,13,36.0611,103.8343
Jilin,Mainland China,2020-02-13T13:33:01,84,1,24,Feb13,2020,2,13,43.6661,126.1923
Ningxia,Mainland China,2020-02-13T01:23:08,64,0,24,Feb13,2020,2,13,37.2692,106.1655
Xinjiang,Mainland China,2020-02-13T10:33:23,63,1,6,Feb13,2020,2,13,41.1129,85.2401
Inner Mongolia,Mainland China,2020-02-13T01:23:08,61,0,6,Feb13,2020,2,13,44.0935,113.9448
,Singapore,2020-02-13T14:33:02,58,0,15,Feb13,2020,2,13,1.2833,103.8333
Hong Kong,Hong Kong,2020-02-13T14:53:02,53,1,1,Feb13,2020,2,13,22.3,114.2
,Thailand,2020-02-13T17:53:03,33,0,12,Feb13,2020,2,13,15.0,101.0
,Japan,2020-02-13T12:23:05,28,1,9,Feb13,2020,2,13,36.0,138.0
,South Korea,2020-02-12T14:43:03,28,0,7,Feb13,2020,2,13,36.0,128.0
