Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,date,year,month,day,Latitude,Longitude
Hubei,Mainland China,2020-02-16T23:53:01,58182,1696,6639,Feb16,2020,2,16,30.9756,112.2707
Guangdong,Mainland China,2020-02-16T12:03:06,1316,2,465,Feb16,2020,2,16,23.3417,113.4244
Henan,Mainland China,2020-02-16T13:53:03,1231,13,440,Feb16,2020,2,16,33.882,113.614
Zhejiang,Mainland China,2020-02-16T09:33:02,1167,0,456,Feb16,2020,2,16,29.1832,120.0934
Hunan,Mainland China,2020-02-16T13:13:04,1004,3,464,Feb16,2020,2,16,27.6104,111.7088
Anhui,Mainland China,2020-02-16T08:33:02,962,6,255,Feb16,2020,2,16,31.8257,117.2264
Jiangxi,Mainland China,2020-02-16T10:03:06,925,1,240,Feb16,2020,2,16,27.614,115.7221
Jiangsu,Mainland China,2020-02-16T09:33:02,617,0,218,Feb16,2020,2,16,32.9711,119.455
Chongqing,Mainland China,2020-02-16T23:53:01,551,5,207,Feb16,2020,2,16,30.0572,107.874
Shandong,Mainland China,2020-02-16T12:03:06,537,2,173,Feb16,2020,2,16,36.3427,118.1498
Sichuan,Mainland China,2020-02-16T10:03:06,481,3,131,Feb16,2020,2,16,30.6171,102.7103
Heilongjiang,Mainland China,2020-02-16T13:53:03,445,11,79,Feb16,2020,2,16,47.862,127.7615
Beijing,Mainland China,2020-02-16T10:03:06,380,4,108,Feb16,2020,2,16,40.1824,116.4142
Diamond Princess cruise ship,Others,2020-02-16T03:43:02,355,0,0,Feb16,2020,2,16,35.4437,139.638
Shanghai,Mainland China,2020-02-16T02:53:02,328,1,140,Feb16,2020,2,16,31.202,121.4491
Hebei,Mainland China,2020-02-16T12:03:06,300,3,105,Feb16,2020,2,16,38.0428,114.5149
Fujian,Mainland China,2020-02-16T12:03:06,287,0,82,Feb16,2020,2,16,26.0789,117.9874
Guangxi,Mainland China,2020-02-16T12:03:06,237,2,49,Feb16,2020,2,16,23.8298,108.7881
Shaanxi,Mainland China,2020-02-16T13:53:03,236,0,71,Feb16,2020,2,16,35.1917,108.8701
Yunnan,Mainland China,2020-02-16T09:53:01,171,0,42,Feb16,2020,2,16,24.974,101.487
Hainan,Mainland China,2020-02-16T12:03:06,162,4,52,Feb16,2020,2,16,19.1959,109.7453
Guizhou,Mainland China,2020-02-16T09:13:09,144,1,46,Feb16,2020,2,16,26.8154,106.8748
Shanxi,Mainland China,2020-02-16T23:53:01,129,0,50,Feb16,2020,2,16,37.5777,112.2922
Tianjin,Mainland China,2020-02-16T12:23:02,124,3,45,Feb16,2020,2,16,39.3054,117.323
Liaoning,Mainland China,2020-02-16T12:03:06,121,1,40,Feb16,2020,2,16,41.2956,122.6085
Gansu,Mainland China,2020-02-16T13:53:03,90,2,54,Feb16,2020,2,16,36.0611,103.8343
Jilin,Mainland China,2020-02-16T10:03:06,89,1,30,Feb16,2020,2,16,43.6661,126.1923
,Singapore,2020-02-16T16:23:06,75,0,18,Feb16,2020,2,16,1.2833,103.8333
Xinjiang,Mainland China,2020-02-16T08:33:02,71,1,12,Feb16,2020,2,16,41.1129,85.2401
Inner Mongolia,Mainland China,2020-02-16T08:33:02,70,0,8,Feb16,2020,2,16,44.0935,113.9448
Ningxia,Mainland China,2020-02-15T08:43:03,70,0,33,Feb16,2020,2,16,37.2692,106.1655
,Japan,2020-02-16T17:43:03,59,1,12,Feb16,2020,2,16,36.0,138.0
Hong Kong,Hong Kong,2020-02-16T09:53:01,57,1,2,Feb16,2020,2,16,22.3,114.2
,Thailand,2020-02-16T18:03:02,34,0,14,Feb16,2020,2,16,15.0,101.0
,South Korea,2020-02-16T01:33:02,29,0,9,Feb16,2020,2,16,36.0,128.0
,Malaysia,2020-02-15T23:43:02,22,0,7,Feb16,2020,2,16,2.5,112.5
Taiwan,Taiwan,2020-02-16T11:23:06,20,1,2,Feb16,2020,2,16,23.7,121.0
Qinghai,Mainland China,2020-02-15T08:43:03,18,0,13,Feb16,2020,2,16,35.7452,95.9956
,Germany,2020-02-13T15:13:11,16,0,1,Feb16,2020,2,16,51.0,9.0
,Vietnam,2020-02-13T06:33:02,16,0,7,Feb16,2020,2,16,16.0,108.0
,France,2020-02-15T20:53:02,12,1,4,Feb16,2020,2,16,47.0,2.0
Macau,Macau,2020-02-16T12:03:06,10,0,5,Feb16,2020,2,16,22.1667,113.55
,UK,2020-02-16T16:23:06,9,0,8,Feb16,2020,2,16,55.0,-3.0
,United Arab Emirates,2020-02-16T20:43:02,9,0,4,Feb16,2020,2,16,24.0,54.0
Queensland,Australia,2020-02-09T19:33:02,5,0,0,Feb16,2020,2,16,-28.0167,153.4
New South Wales,Australia,2020-02-13T17:53:03,4,0,4,Feb16,2020,2,16,-33.8688,151.2093
Victoria,Australia,2020-02-13T17:53:03,4,0,4,Feb16,2020,2,16,-37.8136,144.9631
British Columbia,Canada,2020-02-07T05:43:03,4,0,0,Feb16,2020,2,16,49.2827,-123.1207
,India,2020-02-16T07:43:02,3,0,3,Feb16,2020,2,16,21.0,78.0
,Italy,2020-02-07T17:53:02,3,0,0,Feb16,2020,2,16,43.0,12.0
,Philippines,2020-02-12T07:43:02,3,1,1,Feb16,2020,2,16,13.0,122.0
South Australia,Australia,2020-02-02T22:33:07,2,0,0,Feb16,2020,2,16,-34.9285,138.6007
"Toronto, ON",Canada,2020-02-04T00:13:06,2,0,0,Feb16,2020,2,16,43.6532,-79.3832
,Russia,2020-02-12T14:43:03,2,0,2,Feb16,2020,2,16,60.0,90.0
,Spain,2020-02-15T17:23:04,2,0,2,Feb16,2020,2,16,40.0,-4.0
"Chicago, IL",US,2020-02-09T19:03:03,2,0,2,Feb16,2020,2,16,41.8781,-87.6298
"San Benito, CA",US,2020-02-03T03:53:02,2,0,0,Feb16,2020,2,16,36.5761,-120.9876
"San Diego County, CA",US,2020-02-13T03:13:08,2,0,0,Feb16,2020,2,16,32.7157,-117.1611
"Santa Clara, CA",US,2020-02-03T00:43:02,2,0,0,Feb16,2020,2,16,37.3541,-121.9552
,Belgium,2020-02-04T15:43:02,1,0,0,Feb16,2020,2,16,50.8333,4.0
,Cambodia,2020-02-12T07:43:02,1,0,1,Feb16,2020,2,16,11.55,104.9167
"London, ON",Canada,2020-02-12T18:53:03,1,0,1,Feb16,2020,2,16,42.9849,-81.2453
,Egypt,2020-02-14T23:53:02,1,0,0,Feb16,2020,2,16,26.0,30.0
,Finland,2020-02-12T00:03:12,1,0,1,Feb16,2020,2,16,64.0,26.0
Tibet,Mainland China,2020-02-12T06:43:02,1,0,1,Feb16,2020,2,16,31.6927,88.0924
,Nepal,2020-02-12T14:43:03,1,0,1,Feb16,2020,2,16,28.1667,84.25
,Sri Lanka,2020-02-08T03:43:03,1,0,1,Feb16,2020,2,16,7.0,81.0
,Sweden,2020-02-01T02:13:26,1,0,0,Feb16,2020,2,16,63.0,16.0
"Boston, MA",US,2020-02-01T19:43:03,1,0,0,Feb16,2020,2,16,42.3601,-71.0589
"Los Angeles, CA",US,2020-02-01T19:53:03,1,0,0,Feb16,2020,2,16,34.0522,-118.2437
"Madison, WI",US,2020-02-05T21:53:02,1,0,0,Feb16,2020,2,16,43.0731,-89.4012
"Orange, CA",US,2020-02-01T19:53:03,1,0,0,Feb16,2020,2,16,33.7879,-117.8531
"San Antonio, TX",US,2020-02-13T18:53:02,1,0,0,Feb16,2020,2,16,29.4241,-98.4936
"Seattle, WA",US,2020-02-09T07:03:04,1,0,1,Feb16,2020,2,16,47.6062,-122.3321
"Tempe, AZ",US,2020-02-01T19:43:03,1,0,0,Feb16,2020,2,16,33.4255,-111.94
