Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,date,year,month,day,Latitude,Longitude
Hubei,Mainland China,2020-02-28T00:43:01,65914,2682,26403,Feb28,2020,2,28,30.9756,112.2707
,South Korea,2020-02-28T08:53:03,2337,13,22,Feb28,2020,2,28,36.0,128.0
Guangdong,Mainland China,2020-02-28T08:53:03,1348,7,935,Feb28,2020,2,28,23.3417,113.4244
Henan,Mainland China,2020-02-28T09:23:02,1272,20,1112,Feb28,2020,2,28,33.882,113.614
Zhejiang,Mainland China,2020-02-28T10:03:12,1205,1,975,Feb28,2020,2,28,29.1832,120.0934
Hunan,Mainland China,2020-02-28T09:13:10,1017,4,830,Feb28,2020,2,28,27.6104,111.7088
Anhui,Mainland China,2020-02-28T04:43:02,990,6,821,Feb28,2020,2,28,31.8257,117.2264
Jiangxi,Mainland China,2020-02-28T01:13:11,935,1,790,Feb28,2020,2,28,27.614,115.7221
,Italy,2020-02-28T20:13:09,888,21,46,Feb28,2020,2,28,43.0,12.0
Shandong,Mainland China,2020-02-28T09:23:02,756,6,405,Feb28,2020,2,28,36.3427,118.1498
Diamond Princess cruise ship,Others,2020-02-28T20:53:02,705,6,10,Feb28,2020,2,28,35.4437,139.638
Jiangsu,Mainland China,2020-02-28T08:53:03,631,0,515,Feb28,2020,2,28,32.9711,119.455
Chongqing,Mainland China,2020-02-28T23:23:03,576,6,422,Feb28,2020,2,28,30.0572,107.874
Sichuan,Mainland China,2020-02-28T09:23:02,538,3,338,Feb28,2020,2,28,30.6171,102.7103
Heilongjiang,Mainland China,2020-02-28T04:43:02,480,13,283,Feb28,2020,2,28,47.862,127.7615
Beijing,Mainland China,2020-02-28T02:23:05,410,7,257,Feb28,2020,2,28,40.1824,116.4142
,Iran,2020-02-28T15:43:03,388,34,73,Feb28,2020,2,28,32.0,53.0
Shanghai,Mainland China,2020-02-28T04:53:03,337,3,279,Feb28,2020,2,28,31.202,121.4491
Hebei,Mainland China,2020-02-28T08:53:03,318,6,277,Feb28,2020,2,28,38.0428,114.5149
Fujian,Mainland China,2020-02-28T09:13:10,296,1,235,Feb28,2020,2,28,26.0789,117.9874
Guangxi,Mainland China,2020-02-28T09:13:10,252,2,168,Feb28,2020,2,28,23.8298,108.7881
Shaanxi,Mainland China,2020-02-28T08:53:03,245,1,199,Feb28,2020,2,28,35.1917,108.8701
,Japan,2020-02-28T12:43:02,228,4,22,Feb28,2020,2,28,36.0,138.0
Yunnan,Mainland China,2020-02-28T05:03:09,174,2,156,Feb28,2020,2,28,24.974,101.487
Hainan,Mainland China,2020-02-28T08:53:03,168,5,133,Feb28,2020,2,28,19.1959,109.7453
Guizhou,Mainland China,2020-02-27T00:43:02,146,2,112,Feb28,2020,2,28,26.8154,106.8748
Tianjin,Mainland China,2020-02-27T23:13:04,136,3,102,Feb28,2020,2,28,39.3054,117.323
