Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Latitude,Longitude,date,year,month,day
Hubei,China,2020-03-16T14:38:45,67798,3099,55142,30.9756,112.2707,Mar16,2020,3,16
,Italy,2020-03-16T17:33:03,27980,2158,2749,41.8719,12.5674,Mar16,2020,3,16
,Iran,2020-03-16T14:38:45,14991,853,4590,32.4279,53.688,Mar16,2020,3,16
,Spain,2020-03-16T20:13:11,9942,342,530,40.4637,-3.7492,Mar16,2020,3,16
,"Korea, South",2020-03-16T14:38:45,8236,75,1137,35.9078,127.7669,Mar16,2020,3,16
,Germany,2020-03-16T20:13:11,7272,17,67,51.1657,10.4515,Mar16,2020,3,16
France,France,2020-03-16T20:13:11,6633,148,12,46.2276,2.2137,Mar16,2020,3,16
,Switzerland,2020-03-15T18:20:18,2200,14,4,46.8182,8.2275,Mar16,2020,3,16
United Kingdom,United Kingdom,2020-03-16T19:13:13,1543,55,20,55.3781,-3.436,Mar16,2020,3,16
Netherlands,Netherlands,2020-03-16T14:38:46,1413,24,2,52.1326,5.2913,Mar16,2020,3,16
Guangdong,China,2020-03-16T01:53:03,1361,8,1306,23.3417,113.4244,Mar16,2020,3,16
,Norway,2020-03-16T21:13:12,1333,3,1,60.472,8.4689,Mar16,2020,3,16
Henan,China,2020-03-14T09:53:08,1273,22,1250,33.882,113.614,Mar16,2020,3,16
Zhejiang,China,2020-03-16T14:38:45,1231,1,1216,29.1832,120.0934,Mar16,2020,3,16
,Sweden,2020-03-16T14:38:45,1103,6,1,60.1282,18.6435,Mar16,2020,3,16
,Belgium,2020-03-16T14:38:45,1058,5,1,50.5039,4.4699,Mar16,2020,3,16
,Austria,2020-03-16T15:13:09,1018,3,6,47.5162,14.5501,Mar16,2020,3,16
Hunan,China,2020-03-14T08:33:03,1018,4,1014,27.6104,111.7088,Mar16,2020,3,16
Anhui,China,2020-03-11T02:18:14,990,6,984,31.8257,117.2264,Mar16,2020,3,16
New York,US,2020-03-16T21:53:03,967,10,0,42.1657,-74.9481,Mar16,2020,3,16
Jiangxi,China,2020-03-12T02:13:04,935,1,934,27.614,115.7221,Mar16,2020,3,16
Denmark,Denmark,2020-03-16T18:33:03,914,3,1,56.2639,9.5018,Mar16,2020,3,16
Washington,US,2020-03-16T23:53:03,904,48,1,47.4009,-121.4905,Mar16,2020,3,16
,Japan,2020-03-16T14:38:45,825,27,144,36.2048,138.2529,Mar16,2020,3,16
Shandong,China,2020-03-16T14:38:45,760,7,746,36.3427,118.1498,Mar16,2020,3,16
Diamond Princess,Cruise Ship,2020-03-13T14:13:25,696,7,325,35.4498,139.6649,Mar16,2020,3,16
Jiangsu,China,2020-03-15T01:53:02,631,0,631,32.9711,119.455,Mar16,2020,3,16
Chongqing,China,2020-03-15T03:53:04,576,6,570,30.0572,107.874,Mar16,2020,3,16
,Malaysia,2020-03-16T14:38:45,566,0,42,4.2105,101.9758,Mar16,2020,3,16
California,US,2020-03-16T23:53:03,557,7,6,36.1162,-119.6816,Mar16,2020,3,16
Sichuan,China,2020-03-15T18:20:18,539,3,516,30.6171,102.7103,Mar16,2020,3,16
Heilongjiang,China,2020-03-16T14:38:45,482,13,455,47.862,127.7615,Mar16,2020,3,16
Beijing,China,2020-03-16T14:38:45,452,8,360,40.1824,116.4142,Mar16,2020,3,16
,Qatar,2020-03-16T15:13:09,439,0,4,25.3548,51.1839,Mar16,2020,3,16
Shanghai,China,2020-03-16T14:38:45,355,3,325,31.202,121.4491,Mar16,2020,3,16
,Greece,2020-03-16T00:22:10,331,4,8,39.0742,21.8243,Mar16,2020,3,16
,Portugal,2020-03-16T14:38:45,331,0,3,39.3999,-8.2245,Mar16,2020,3,16
Hebei,China,2020-03-13T11:09:03,318,6,310,38.0428,114.5149,Mar16,2020,3,16
,Czechia,2020-03-16T23:53:02,298,0,3,49.8175,15.473,Mar16,2020,3,16
Fujian,China,2020-03-11T02:18:14,296,1,295,26.0789,117.9874,Mar16,2020,3,16
,Finland,2020-03-16T14:38:45,277,0,10,61.9241,25.7482,Mar16,2020,3,16
,Israel,2020-03-16T14:38:45,255,0,4,31.0461,34.8516,Mar16,2020,3,16
,Slovenia,2020-03-16T14:38:45,253,1,0,46.1512,14.9955,Mar16,2020,3,16
Guangxi,China,2020-03-16T14:38:45,252,2,248,23.8298,108.7881,Mar16,2020,3,16
Shaanxi,China,2020-03-16T14:38:45,245,2,233,35.1917,108.8701,Mar16,2020,3,16
,Singapore,2020-03-16T14:38:45,243,0,109,1.3521,103.8198,Mar16,2020,3,16
,Bahrain,2020-03-16T20:33:03,214,1,77,26.0667,50.5577,Mar16,2020,3,16
,Estonia,2020-03-16T14:38:45,205,0,1,58.5953,25.0136,Mar16,2020,3,16
,Brazil,2020-03-16T02:33:08,200,0,1,-14.235,-51.9253,Mar16,2020,3,16
Massachusetts,US,2020-03-16T21:53:03,197,0,1,42.2302,-71.5301,Mar16,2020,3,16
,Iceland,2020-03-16T02:13:15,180,0,0,64.9631,-19.0208,Mar16,2020,3,16
New Jersey,US,2020-03-16T22:13:21,178,2,1,40.2989,-74.521,Mar16,2020,3,16
Ontario,Canada,2020-03-16T16:13:26,177,0,5,51.2538,-85.3232,Mar16,2020,3,16
,Poland,2020-03-16T21:13:17,177,4,13,51.9194,19.1451,Mar16,2020,3,16
Yunnan,China,2020-03-16T23:53:02,176,2,172,24.974,101.487,Mar16,2020,3,16
New South Wales,Australia,2020-03-16T14:38:46,171,2,4,-33.8688,151.2093,Mar16,2020,3,16
,Ireland,2020-03-16T14:38:45,169,2,0,53.1424,-7.6921,Mar16,2020,3,16
Hainan,China,2020-03-16T14:38:45,168,6,161,19.1959,109.7453,Mar16,2020,3,16
Colorado,US,2020-03-16T23:53:03,160,1,0,39.0598,-105.3111,Mar16,2020,3,16
,Romania,2020-03-16T14:38:45,158,0,9,45.9432,24.9668,Mar16,2020,3,16
,Chile,2020-03-16T14:38:45,155,0,0,-35.6751,-71.543,Mar16,2020,3,16
Hong Kong,China,2020-03-16T14:38:45,155,4,84,22.3,114.2,Mar16,2020,3,16
Florida,US,2020-03-16T22:13:21,155,5,0,27.7663,-81.6868,Mar16,2020,3,16
,Egypt,2020-03-16T15:53:45,150,2,27,26.8206,30.8025,Mar16,2020,3,16
,Thailand,2020-03-16T14:38:45,147,1,35,15.87,100.9925,Mar16,2020,3,16
Guizhou,China,2020-03-16T14:38:45,146,2,144,26.8154,106.8748,Mar16,2020,3,16
,Philippines,2020-03-16T14:38:45,142,12,2,12.8797,121.774,Mar16,2020,3,16
Tianjin,China,2020-03-15T18:20:18,136,3,133,39.3054,117.323,Mar16,2020,3,16
,Pakistan,2020-03-16T14:38:45,136,0,2,30.3753,69.3451,Mar16,2020,3,16
Louisiana,US,2020-03-16T22:13:21,136,3,0,31.1695,-91.8678,Mar16,2020,3,16
,Indonesia,2020-03-16T14:38:45,134,5,8,-0.7893,113.9213,Mar16,2020,3,16
Gansu,China,2020-03-15T18:20:18,133,2,91,36.0611,103.8343,Mar16,2020,3,16
Shanxi,China,2020-03-13T11:09:03,133,0,133,37.5777,112.2922,Mar16,2020,3,16
Liaoning,China,2020-03-16T14:38:45,125,1,115,41.2956,122.6085,Mar16,2020,3,16
,Iraq,2020-03-16T02:13:15,124,10,26,33.2232,43.6793,Mar16,2020,3,16
,Kuwait,2020-03-16T14:38:45,123,0,9,29.3117,47.4818,Mar16,2020,3,16
Georgia,US,2020-03-16T16:53:06,121,1,0,33.0406,-83.6431,Mar16,2020,3,16
,India,2020-03-16T14:38:45,119,2,13,20.5937,78.9629,Mar16,2020,3,16
,Saudi Arabia,2020-03-16T01:13:12,118,0,2,23.8859,45.0792,Mar16,2020,3,16
,San Marino,2020-03-16T01:33:03,109,7,4,43.9424,12.4578,Mar16,2020,3,16
Illinois,US,2020-03-16T22:13:21,105,0,2,40.3495,-88.9861,Mar16,2020,3,16
British Columbia,Canada,2020-03-16T19:13:13,103,4,4,53.7267,-127.6476,Mar16,2020,3,16
,Lebanon,2020-03-16T00:22:11,99,3,1,33.8547,35.8623,Mar16,2020,3,16
,United Arab Emirates,2020-03-16T00:22:11,98,0,23,23.4241,53.8478,Mar16,2020,3,16
Jilin,China,2020-03-16T00:22:10,93,1,92,43.6661,126.1923,Mar16,2020,3,16
,Russia,2020-03-16T14:38:45,90,0,8,61.524,105.3188,Mar16,2020,3,16
,Peru,2020-03-16T14:38:45,86,0,0,-9.19,-75.0152,Mar16,2020,3,16
Texas,US,2020-03-16T23:53:03,85,0,0,31.0545,-97.5635,Mar16,2020,3,16
,Luxembourg,2020-03-16T01:53:03,77,1,0,49.8153,6.1296,Mar16,2020,3,16
Pennsylvania,US,2020-03-16T20:13:20,77,0,0,40.5908,-77.2098,Mar16,2020,3,16
Xinjiang,China,2020-03-11T02:18:14,76,3,73,41.1129,85.2401,Mar16,2020,3,16
Inner Mongolia,China,2020-03-16T14:38:45,75,1,73,44.0935,113.9448,Mar16,2020,3,16
Ningxia,China,2020-03-16T14:38:45,75,0,75,37.2692,106.1655,Mar16,2020,3,16
Victoria,Australia,2020-03-16T14:38:45,71,0,8,-37.8136,144.9631,Mar16,2020,3,16
Queensland,Australia,2020-03-16T14:38:46,68,0,8,-28.0167,153.4,Mar16,2020,3,16
,Taiwan*,2020-03-16T14:38:45,67,1,20,23.7,121.0,Mar16,2020,3,16
,Slovakia,2020-03-16T14:38:45,63,0,0,48.669,19.699,Mar16,2020,3,16
,South Africa,2020-03-16T14:38:45,62,0,0,-30.5595,22.9375,Mar16,2020,3,16
,Vietnam,2020-03-16T14:53:04,61,0,16,14.0583,108.2772,Mar16,2020,3,16
,Croatia,2020-03-16T14:38:45,57,0,2,45.1,15.2,Mar16,2020,3,16
