Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Latitude,Longitude,date,year,month,day
Alabama,US,2020-03-27 22:14:55,587,4,0,32.3182,-86.9023,Mar27,2020,3,27
Alaska,US,2020-03-27 22:14:55,58,1,0,61.3707,-152.4044,Mar27,2020,3,27
Arizona,US,2020-03-27 22:14:55,665,13,0,33.7298,-111.4312,Mar27,2020,3,27
Arkansas,US,2020-03-27 22:14:55,381,3,0,34.9697,-92.3731,Mar27,2020,3,27
California,US,2020-03-27 22:14:55,4657,94,0,36.1162,-119.6816,Mar27,2020,3,27
Colorado,US,2020-03-27 22:14:55,1433,27,0,39.0598,-105.3111,Mar27,2020,3,27
Connecticut,US,2020-03-27 22:14:55,1291,27,0,41.5978,-72.7554,Mar27,2020,3,27
Delaware,US,2020-03-27 22:14:55,163,2,0,39.3185,-75.5071,Mar27,2020,3,27
District of Columbia,US,2020-03-27 22:14:55,271,3,0,38.8974,-77.0268,Mar27,2020,3,27
Florida,US,2020-03-27 22:14:55,2900,35,0,27.7663,-81.6868,Mar27,2020,3,27
Georgia,US,2020-03-27 22:14:55,2000,64,0,33.0406,-83.6431,Mar27,2020,3,27
Hawaii,US,2020-03-27 22:14:55,106,0,0,21.0943,-157.4983,Mar27,2020,3,27
Idaho,US,2020-03-27 22:14:55,205,3,0,44.2405,-114.4788,Mar27,2020,3,27
Illinois,US,2020-03-27 22:14:55,3024,34,0,40.3495,-88.9861,Mar27,2020,3,27
Indiana,US,2020-03-27 22:14:55,979,25,0,39.8494,-86.2583,Mar27,2020,3,27
Iowa,US,2020-03-27 22:14:55,235,3,0,42.0115,-93.2105,Mar27,2020,3,27
Kansas,US,2020-03-27 22:14:55,206,4,0,38.5266,-96.7265,Mar27,2020,3,27
Kentucky,US,2020-03-27 22:14:55,301,7,0,37.6681,-84.6701,Mar27,2020,3,27
Louisiana,US,2020-03-27 22:14:55,2744,119,0,31.1695,-91.8678,Mar27,2020,3,27
Maine,US,2020-03-27 22:14:55,168,1,0,44.6939,-69.3819,Mar27,2020,3,27
Maryland,US,2020-03-27 22:14:55,775,5,0,39.0639,-76.8021,Mar27,2020,3,27
Massachusetts,US,2020-03-27 22:14:55,3240,35,0,42.2302,-71.5301,Mar27,2020,3,27
Michigan,US,2020-03-27 22:14:55,3634,92,0,43.3266,-84.5361,Mar27,2020,3,27
Minnesota,US,2020-03-27 22:14:55,396,4,0,45.6945,-93.9002,Mar27,2020,3,27
