Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,date,year,month,day
Hubei,Mainland China,2020-02-22T23:33:06,64084,2346,15299,Feb22,2020,2,22
Guangdong,Mainland China,2020-02-22T10:03:04,1339,5,728,Feb22,2020,2,22
Henan,Mainland China,2020-02-22T14:13:38,1270,19,830,Feb22,2020,2,22
Zhejiang,Mainland China,2020-02-22T11:13:13,1205,1,719,Feb22,2020,2,22
Hunan,Mainland China,2020-02-22T10:03:04,1013,4,692,Feb22,2020,2,22
Anhui,Mainland China,2020-02-22T07:43:03,989,6,597,Feb22,2020,2,22
Jiangxi,Mainland China,2020-02-22T06:13:05,934,1,555,Feb22,2020,2,22
Shandong,Mainland China,2020-02-22T09:43:02,750,4,302,Feb22,2020,2,22
Diamond Princess cruise ship,Others,2020-02-20T15:53:03,634,2,1,Feb22,2020,2,22
Jiangsu,Mainland China,2020-02-22T07:43:03,631,0,401,Feb22,2020,2,22
Chongqing,Mainland China,2020-02-22T23:23:05,573,6,328,Feb22,2020,2,22
Sichuan,Mainland China,2020-02-22T13:03:03,526,3,250,Feb22,2020,2,22
Heilongjiang,Mainland China,2020-02-22T11:13:13,479,12,204,Feb22,2020,2,22
,South Korea,2020-02-22T08:33:02,433,2,16,Feb22,2020,2,22
Beijing,Mainland China,2020-02-22T02:23:05,399,4,178,Feb22,2020,2,22
Shanghai,Mainland China,2020-02-22T06:33:17,335,3,227,Feb22,2020,2,22
Hebei,Mainland China,2020-02-22T12:33:04,309,6,203,Feb22,2020,2,22
Fujian,Mainland China,2020-02-22T14:03:04,293,1,162,Feb22,2020,2,22
Guangxi,Mainland China,2020-02-22T05:53:02,249,2,104,Feb22,2020,2,22
Shaanxi,Mainland China,2020-02-22T09:53:02,245,1,149,Feb22,2020,2,22
Yunnan,Mainland China,2020-02-22T04:43:02,174,2,107,Feb22,2020,2,22
Hainan,Mainland China,2020-02-22T09:53:02,168,4,104,Feb22,2020,2,22
Guizhou,Mainland China,2020-02-22T01:03:10,146,2,90,Feb22,2020,2,22
Tianjin,Mainland China,2020-02-22T12:33:04,135,3,65,Feb22,2020,2,22
Shanxi,Mainland China,2020-02-22T23:23:05,132,0,81,Feb22,2020,2,22
,Japan,2020-02-22T14:53:02,122,1,22,Feb22,2020,2,22
Liaoning,Mainland China,2020-02-22T02:23:05,121,1,66,Feb22,2020,2,22
Gansu,Mainland China,2020-02-21T15:13:07,91,2,76,Feb22,2020,2,22
Jilin,Mainland China,2020-02-22T12:33:04,91,1,52,Feb22,2020,2,22
,Singapore,2020-02-21T03:43:02,85,0,37,Feb22,2020,2,22
Xinjiang,Mainland China,2020-02-22T11:13:14,76,2,25,Feb22,2020,2,22
Inner Mongolia,Mainland China,2020-02-22T23:53:01,75,0,26,Feb22,2020,2,22
Ningxia,Mainland China,2020-02-21T06:23:04,71,0,48,Feb22,2020,2,22
Hong Kong,Hong Kong,2020-02-22T13:23:05,69,2,6,Feb22,2020,2,22
,Italy,2020-02-22T23:43:02,62,2,1,Feb22,2020,2,22
,Thailand,2020-02-21T18:53:02,35,0,17,Feb22,2020,2,22
,Iran,2020-02-22T10:03:05,28,5,0,Feb22,2020,2,22
Taiwan,Taiwan,2020-02-21T06:53:03,26,1,2,Feb22,2020,2,22
,Malaysia,2020-02-19T09:33:03,22,0,15,Feb22,2020,2,22
Qinghai,Mainland China,2020-02-21T04:43:02,18,0,18,Feb22,2020,2,22
,Germany,2020-02-21T23:03:13,16,0,14,Feb22,2020,2,22
,Vietnam,2020-02-21T06:03:04,16,0,14,Feb22,2020,2,22
,United Arab Emirates,2020-02-22T14:53:02,13,0,4,Feb22,2020,2,22
,France,2020-02-15T20:53:02,12,1,4,Feb22,2020,2,22
"Omaha, NE (From Diamond Princess)",US,2020-02-22T23:03:09,11,0,0,Feb22,2020,2,22
Macau,Macau,2020-02-20T02:13:19,10,0,6,Feb22,2020,2,22
,UK,2020-02-16T16:23:06,9,0,8,Feb22,2020,2,22
From Diamond Princess,Australia,2020-02-22T17:03:05,7,0,0,Feb22,2020,2,22
British Columbia,Canada,2020-02-21T05:23:04,6,0,0,Feb22,2020,2,22
Queensland,Australia,2020-02-21T05:43:02,5,0,1,Feb22,2020,2,22
"Travis, CA (From Diamond Princess)",US,2020-02-22T17:13:24,5,0,0,Feb22,2020,2,22
New South Wales,Australia,2020-02-13T17:53:03,4,0,4,Feb22,2020,2,22
Victoria,Australia,2020-02-13T17:53:03,4,0,4,Feb22,2020,2,22
,India,2020-02-16T07:43:02,3,0,3,Feb22,2020,2,22
,Philippines,2020-02-12T07:43:02,3,1,1,Feb22,2020,2,22
South Australia,Australia,2020-02-17T08:13:09,2,0,2,Feb22,2020,2,22
"Toronto, ON",Canada,2020-02-21T05:23:04,2,0,2,Feb22,2020,2,22
,Russia,2020-02-12T14:43:03,2,0,2,Feb22,2020,2,22
