Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,datetime,date,year,month,day,hr,min
Hubei,Mainland China,2/8/20 14:03,24953,699,1218,2020-02-08 10:24:00,Feb08,2020,2,8,10,24
Guangdong,Mainland China,2/8/20 11:53,1095,1,112,2020-02-08 10:24:00,Feb08,2020,2,8,10,24
Zhejiang,Mainland China,2/8/20 10:53,1048,0,175,2020-02-08 10:24:00,Feb08,2020,2,8,10,24
Henan,Mainland China,2/8/20 14:13,981,4,116,2020-02-08 10:24:00,Feb08,2020,2,8,10,24
Hunan,Mainland China,2/8/20 12:53,803,1,156,2020-02-08 10:24:00,Feb08,2020,2,8,10,24
Anhui,Mainland China,2/8/20 7:43,733,0,59,2020-02-08 10:24:00,Feb08,2020,2,8,10,24
Jiangxi,Mainland China,2/8/20 1:23,698,0,55,2020-02-08 10:24:00,Feb08,2020,2,8,10,24
Jiangsu,Mainland China,2/8/20 10:23,439,0,51,2020-02-08 10:24:00,Feb08,2020,2,8,10,24
Chongqing,Mainland China,2/8/20 11:03,428,2,39,2020-02-08 10:24:00,Feb08,2020,2,8,10,24
Shandong,Mainland China,2/8/20 11:33,416,0,44,2020-02-08 10:24:00,Feb08,2020,2,8,10,24
Sichuan,Mainland China,2/8/20 15:23,364,1,60,2020-02-08 10:24:00,Feb08,2020,2,8,10,24
Beijing,Mainland China,2/8/20 3:13,315,2,34,2020-02-08 10:24:00,Feb08,2020,2,8,10,24
Heilongjiang,Mainland China,2/8/20 4:03,295,5,13,2020-02-08 10:24:00,Feb08,2020,2,8,10,24
Shanghai,Mainland China,2/8/20 6:33,286,1,41,2020-02-08 10:24:00,Feb08,2020,2,8,10,24
Fujian,Mainland China,2/8/20 8:13,239,0,24,2020-02-08 10:24:00,Feb08,2020,2,8,10,24
Hebei,Mainland China,2/8/20 11:33,195,1,30,2020-02-08 10:24:00,Feb08,2020,2,8,10,24
Shaanxi,Mainland China,2/8/20 10:13,195,0,20,2020-02-08 10:24:00,Feb08,2020,2,8,10,24
Guangxi,Mainland China,2/8/20 0:23,183,0,17,2020-02-08 10:24:00,Feb08,2020,2,8,10,24
Yunnan,Mainland China,2/8/20 8:43,138,0,17,2020-02-08 10:24:00,Feb08,2020,2,8,10,24
Hainan,Mainland China,2/8/20 10:23,124,2,14,2020-02-08 10:24:00,Feb08,2020,2,8,10,24
Liaoning,Mainland China,2/8/20 11:53,105,0,8,2020-02-08 10:24:00,Feb08,2020,2,8,10,24
Shanxi,Mainland China,2/8/20 7:13,104,0,20,2020-02-08 10:24:00,Feb08,2020,2,8,10,24
Guizhou,Mainland China,2/8/20 6:43,89,1,7,2020-02-08 10:24:00,Feb08,2020,2,8,10,24
Tianjin,Mainland China,2/8/20 8:23,88,1,4,2020-02-08 10:24:00,Feb08,2020,2,8,10,24
Gansu,Mainland China,2/8/20 15:13,79,1,12,2020-02-08 10:24:00,Feb08,2020,2,8,10,24
Jilin,Mainland China,2/8/20 0:13,69,1,4,2020-02-08 10:24:00,Feb08,2020,2,8,10,24
Cruise Ship,Others,2/7/20 16:33,61,0,0,2020-02-08 10:24:00,Feb08,2020,2,8,10,24
Inner Mongolia,Mainland China,2/8/20 3:33,52,0,5,2020-02-08 10:24:00,Feb08,2020,2,8,10,24
Ningxia,Mainland China,2/8/20 9:13,45,0,15,2020-02-08 10:24:00,Feb08,2020,2,8,10,24
Xinjiang,Mainland China,2/8/20 3:23,42,0,0,2020-02-08 10:24:00,Feb08,2020,2,8,10,24
,Singapore,2/8/20 12:53,33,0,2,2020-02-08 10:24:00,Feb08,2020,2,8,10,24
,Thailand,2/8/20 12:53,32,0,10,2020-02-08 10:24:00,Feb08,2020,2,8,10,24
Hong Kong,Hong Kong,2/8/20 0:03,26,1,0,2020-02-08 10:24:00,Feb08,2020,2,8,10,24
,Japan,2/7/20 4:13,25,0,1,2020-02-08 10:24:00,Feb08,2020,2,8,10,24
,South Korea,2/7/20 3:03,24,0,1,2020-02-08 10:24:00,Feb08,2020,2,8,10,24
Qinghai,Mainland China,2/6/20 2:13,18,0,3,2020-02-08 10:24:00,Feb08,2020,2,8,10,24
Taiwan,Taiwan,2/8/20 5:23,17,0,1,2020-02-08 10:24:00,Feb08,2020,2,8,10,24
,Malaysia,2/8/20 10:23,16,0,1,2020-02-08 10:24:00,Feb08,2020,2,8,10,24
,Germany,2/7/20 16:33,13,0,0,2020-02-08 10:24:00,Feb08,2020,2,8,10,24
,Vietnam,2/8/20 7:23,13,0,1,2020-02-08 10:24:00,Feb08,2020,2,8,10,24
,France,2/8/20 9:53,11,0,0,2020-02-08 10:24:00,Feb08,2020,2,8,10,24
Macau,Macau,2/6/20 14:23,10,0,1,2020-02-08 10:24:00,Feb08,2020,2,8,10,24
,United Arab Emirates,2/8/20 7:03,7,0,0,2020-02-08 10:24:00,Feb08,2020,2,8,10,24
Queensland,Australia,2/7/20 1:03,5,0,0,2020-02-08 10:24:00,Feb08,2020,2,8,10,24
New South Wales,Australia,2/6/20 3:13,4,0,2,2020-02-08 10:24:00,Feb08,2020,2,8,10,24
Victoria,Australia,2/1/20 18:12,4,0,0,2020-02-08 10:24:00,Feb08,2020,2,8,10,24
British Columbia,Canada,2/7/20 5:43,4,0,0,2020-02-08 10:24:00,Feb08,2020,2,8,10,24
,India,2/3/20 21:43,3,0,0,2020-02-08 10:24:00,Feb08,2020,2,8,10,24
,Italy,2/7/20 17:53,3,0,0,2020-02-08 10:24:00,Feb08,2020,2,8,10,24
,Philippines,2/7/20 16:43,3,1,0,2020-02-08 10:24:00,Feb08,2020,2,8,10,24
,UK,2/7/20 18:33,3,0,0,2020-02-08 10:24:00,Feb08,2020,2,8,10,24
South Australia,Australia,2/2/20 22:33,2,0,0,2020-02-08 10:24:00,Feb08,2020,2,8,10,24
"Toronto, ON",Canada,2/4/20 0:13,2,0,0,2020-02-08 10:24:00,Feb08,2020,2,8,10,24
,Russia,1/31/20 16:13,2,0,0,2020-02-08 10:24:00,Feb08,2020,2,8,10,24
"Chicago, IL",US,2/1/20 19:43,2,0,0,2020-02-08 10:24:00,Feb08,2020,2,8,10,24
