Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,date,year,month,day,Latitude,Longitude
Hubei,Mainland China,2020-02-07T23:43:02,24953,699,1115,Feb07,2020,2,7,30.9756,112.2707
Guangdong,Mainland China,2020-02-07T10:13:06,1034,1,88,Feb07,2020,2,7,23.3417,113.4244
Zhejiang,Mainland China,2020-02-07T11:33:11,1006,0,123,Feb07,2020,2,7,29.1832,120.0934
Henan,Mainland China,2020-02-07T14:03:12,914,3,86,Feb07,2020,2,7,33.882,113.614
Hunan,Mainland China,2020-02-07T11:33:11,772,0,112,Feb07,2020,2,7,27.6104,111.7088
Anhui,Mainland China,2020-02-07T05:13:07,665,0,47,Feb07,2020,2,7,31.8257,117.2264
Jiangxi,Mainland China,2020-02-07T01:23:02,661,0,45,Feb07,2020,2,7,27.614,115.7221
Chongqing,Mainland China,2020-02-07T23:33:02,426,2,31,Feb07,2020,2,7,30.0572,107.874
Jiangsu,Mainland China,2020-02-07T14:03:12,408,0,43,Feb07,2020,2,7,32.9711,119.455
Shandong,Mainland China,2020-02-07T11:33:11,386,0,37,Feb07,2020,2,7,36.3427,118.1498
Sichuan,Mainland China,2020-02-07T08:23:09,344,1,42,Feb07,2020,2,7,30.6171,102.7103
Beijing,Mainland China,2020-02-07T03:23:02,297,1,33,Feb07,2020,2,7,40.1824,116.4142
Heilongjiang,Mainland China,2020-02-07T07:43:02,277,3,12,Feb07,2020,2,7,47.862,127.7615
Shanghai,Mainland China,2020-02-07T06:14:15,277,1,30,Feb07,2020,2,7,31.202,121.4491
Fujian,Mainland China,2020-02-07T13:23:03,224,0,20,Feb07,2020,2,7,26.0789,117.9874
Shaanxi,Mainland China,2020-02-07T08:23:09,184,0,17,Feb07,2020,2,7,35.1917,108.8701
Guangxi,Mainland China,2020-02-07T00:33:02,172,0,17,Feb07,2020,2,7,23.8298,108.7881
Hebei,Mainland China,2020-02-07T12:03:04,172,1,22,Feb07,2020,2,7,38.0428,114.5149
Yunnan,Mainland China,2020-02-07T23:23:04,138,0,12,Feb07,2020,2,7,24.974,101.487
Hainan,Mainland China,2020-02-07T12:33:02,117,2,10,Feb07,2020,2,7,19.1959,109.7453
Shanxi,Mainland China,2020-02-07T23:43:02,104,0,15,Feb07,2020,2,7,37.5777,112.2922
Liaoning,Mainland China,2020-02-07T15:33:03,99,0,7,Feb07,2020,2,7,41.2956,122.6085
Guizhou,Mainland China,2020-02-07T11:13:07,81,1,6,Feb07,2020,2,7,26.8154,106.8748
Tianjin,Mainland China,2020-02-07T05:43:03,81,1,2,Feb07,2020,2,7,39.3054,117.323
Gansu,Mainland China,2020-02-07T02:33:06,67,0,9,Feb07,2020,2,7,36.0611,103.8343
Jilin,Mainland China,2020-02-07T00:43:02,65,1,4,Feb07,2020,2,7,43.6661,126.1923
Cruise Ship,Others,2020-02-07T16:33:03,61,0,0,Feb07,2020,2,7,35.4437,139.638
Inner Mongolia,Mainland China,2020-02-07T11:13:07,50,0,5,Feb07,2020,2,7,44.0935,113.9448
Ningxia,Mainland China,2020-02-07T11:13:07,43,0,5,Feb07,2020,2,7,37.2692,106.1655
Xinjiang,Mainland China,2020-02-07T01:43:02,39,0,0,Feb07,2020,2,7,41.1129,85.2401
,Singapore,2020-02-07T03:03:03,30,0,0,Feb07,2020,2,7,1.2833,103.8333
Hong Kong,Hong Kong,2020-02-07T11:53:02,25,1,0,Feb07,2020,2,7,22.3,114.2
,Japan,2020-02-07T04:13:20,25,0,1,Feb07,2020,2,7,36.0,138.0
,Thailand,2020-02-04T15:33:03,25,0,5,Feb07,2020,2,7,15.0,101.0
,South Korea,2020-02-07T03:03:03,24,0,1,Feb07,2020,2,7,36.0,128.0
Qinghai,Mainland China,2020-02-06T02:13:15,18,0,3,Feb07,2020,2,7,35.7452,95.9956
Taiwan,Taiwan,2020-02-06T15:03:04,16,0,1,Feb07,2020,2,7,23.7,121.0
,Germany,2020-02-07T16:33:03,13,0,0,Feb07,2020,2,7,51.0,9.0
,Malaysia,2020-02-07T09:13:21,12,0,1,Feb07,2020,2,7,2.5,112.5
Macau,Macau,2020-02-06T14:23:04,10,0,1,Feb07,2020,2,7,22.1667,113.55
,Vietnam,2020-02-06T01:13:08,10,0,1,Feb07,2020,2,7,16.0,108.0
,France,2020-02-01T01:52:40,6,0,0,Feb07,2020,2,7,47.0,2.0
Queensland,Australia,2020-02-07T01:03:02,5,0,0,Feb07,2020,2,7,-28.0167,153.4
,United Arab Emirates,2020-02-02T05:43:01,5,0,0,Feb07,2020,2,7,24.0,54.0
New South Wales,Australia,2020-02-06T03:13:22,4,0,2,Feb07,2020,2,7,-33.8688,151.2093
Victoria,Australia,2020-02-01T18:12:49,4,0,0,Feb07,2020,2,7,-37.8136,144.9631
British Columbia,Canada,2020-02-07T05:43:03,4,0,0,Feb07,2020,2,7,49.2827,-123.1207
,India,2020-02-03T21:43:02,3,0,0,Feb07,2020,2,7,21.0,78.0
,Italy,2020-02-07T17:53:02,3,0,0,Feb07,2020,2,7,43.0,12.0
,Philippines,2020-02-07T16:43:04,3,1,0,Feb07,2020,2,7,13.0,122.0
,UK,2020-02-07T18:33:02,3,0,0,Feb07,2020,2,7,55.0,-3.0
South Australia,Australia,2020-02-02T22:33:07,2,0,0,Feb07,2020,2,7,-34.9285,138.6007
"Toronto, ON",Canada,2020-02-04T00:13:06,2,0,0,Feb07,2020,2,7,43.6532,-79.3832
,Russia,2020-01-31T16:13:45,2,0,0,Feb07,2020,2,7,60.0,90.0
"Chicago, IL",US,2020-02-01T19:43:03,2,0,0,Feb07,2020,2,7,41.8781,-87.6298
"San Benito, CA",US,2020-02-03T03:53:02,2,0,0,Feb07,2020,2,7,36.5761,-120.9876
"Santa Clara, CA",US,2020-02-03T00:43:02,2,0,0,Feb07,2020,2,7,37.3541,-121.9552
,Belgium,2020-02-04T15:43:02,1,0,0,Feb07,2020,2,7,50.8333,4.0
,Cambodia,2020-01-31T08:15:53,1,0,0,Feb07,2020,2,7,11.55,104.9167
"London, ON",Canada,2020-02-04T00:03:11,1,0,0,Feb07,2020,2,7,42.9849,-81.2453
,Finland,2020-01-31T08:15:53,1,0,0,Feb07,2020,2,7,64.0,26.0
Tibet,Mainland China,2020-02-01T01:52:40,1,0,0,Feb07,2020,2,7,31.6927,88.0924
,Nepal,2020-01-31T08:15:53,1,0,0,Feb07,2020,2,7,28.1667,84.25
,Spain,2020-02-01T23:43:02,1,0,0,Feb07,2020,2,7,40.0,-4.0
,Sri Lanka,2020-01-31T08:15:53,1,0,0,Feb07,2020,2,7,7.0,81.0
,Sweden,2020-02-01T02:13:26,1,0,0,Feb07,2020,2,7,63.0,16.0
"Boston, MA",US,2020-02-01T19:43:03,1,0,0,Feb07,2020,2,7,42.3601,-71.0589
"Los Angeles, CA",US,2020-02-01T19:53:03,1,0,0,Feb07,2020,2,7,34.0522,-118.2437
"Madison, WI",US,2020-02-05T21:53:02,1,0,0,Feb07,2020,2,7,43.0731,-89.4012
"Orange, CA",US,2020-02-01T19:53:03,1,0,0,Feb07,2020,2,7,33.7879,-117.8531
"Seattle, WA",US,2020-02-01T19:43:03,1,0,0,Feb07,2020,2,7,47.6062,-122.3321
"Tempe, AZ",US,2020-02-01T19:43:03,1,0,0,Feb07,2020,2,7,33.4255,-111.94
