Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Latitude,Longitude,date,year,month,day
Hubei,China,2020-03-12T09:53:06,67781,3056,50318,30.9756,112.2707,Mar12,2020,3,12
,Italy,2020-03-11T21:33:02,12462,827,1045,43.0,12.0,Mar12,2020,3,12
,Iran,2020-03-12T11:13:27,10075,429,2959,32.0,53.0,Mar12,2020,3,12
,"Korea, South",2020-03-12T05:13:02,7869,66,333,36.0,128.0,Mar12,2020,3,12
France,France,2020-03-11T22:53:03,2281,48,12,46.2276,2.2137,Mar12,2020,3,12
,Spain,2020-03-12T01:17:58,2277,55,183,40.0,-4.0,Mar12,2020,3,12
,Germany,2020-03-12T09:53:06,2078,3,25,51.0,9.0,Mar12,2020,3,12
Guangdong,China,2020-03-12T03:53:02,1356,8,1289,23.3417,113.4244,Mar12,2020,3,12
Henan,China,2020-03-11T08:13:09,1273,22,1249,33.882,113.614,Mar12,2020,3,12
Zhejiang,China,2020-03-12T01:33:02,1215,1,1197,29.1832,120.0934,Mar12,2020,3,12
Hunan,China,2020-03-12T09:53:06,1018,4,999,27.6104,111.7088,Mar12,2020,3,12
Anhui,China,2020-03-11T02:18:14,990,6,984,31.8257,117.2264,Mar12,2020,3,12
Jiangxi,China,2020-03-12T02:13:04,935,1,934,27.614,115.7221,Mar12,2020,3,12
Shandong,China,2020-03-12T07:53:02,760,6,734,36.3427,118.1498,Mar12,2020,3,12
,Norway,2020-03-12T13:13:31,702,0,1,60.472,8.4689,Mar12,2020,3,12
Diamond Princess,Cruise Ship,2020-03-11T22:13:12,696,7,325,35.4437,139.638,Mar12,2020,3,12
,Switzerland,2020-03-11T20:53:02,652,4,4,46.8182,8.2275,Mar12,2020,3,12
,Japan,2020-03-12T05:13:02,639,16,118,36.0,138.0,Mar12,2020,3,12
Jiangsu,China,2020-03-12T05:13:02,631,0,629,32.9711,119.455,Mar12,2020,3,12
Denmark,Denmark,2020-03-12T09:53:06,615,0,1,56.2639,9.5018,Mar12,2020,3,12
,Sweden,2020-03-12T21:39:09,599,1,1,63.0,16.0,Mar12,2020,3,12
Chongqing,China,2020-03-12T23:44:32,576,6,564,30.0572,107.874,Mar12,2020,3,12
Sichuan,China,2020-03-12T12:13:07,539,3,498,30.6171,102.7103,Mar12,2020,3,12
,Netherlands,2020-03-11T14:13:11,503,5,0,52.1326,5.2913,Mar12,2020,3,12
Heilongjiang,China,2020-03-12T13:13:31,482,13,441,47.862,127.7615,Mar12,2020,3,12
UK,United Kingdom,2020-03-11T21:33:03,456,8,18,55.3781,-3.436,Mar12,2020,3,12
Washington,US,2020-03-12T23:44:33,442,31,1,47.4009,-121.4905,Mar12,2020,3,12
Beijing,China,2020-03-12T01:13:05,435,8,334,40.1824,116.4142,Mar12,2020,3,12
Shanghai,China,2020-03-12T07:53:02,344,3,321,31.202,121.4491,Mar12,2020,3,12
New York,US,2020-03-12T21:39:10,328,0,0,42.1657,-74.9481,Mar12,2020,3,12
Hebei,China,2020-03-12T05:33:02,318,6,308,39.549,116.1306,Mar12,2020,3,12
,Belgium,2020-03-11T18:52:03,314,3,1,50.8333,4.0,Mar12,2020,3,12
,Austria,2020-03-12T11:13:29,302,1,4,47.5162,14.5501,Mar12,2020,3,12
Fujian,China,2020-03-11T02:18:14,296,1,295,26.0789,117.9874,Mar12,2020,3,12
,Qatar,2020-03-11T18:52:03,262,0,0,25.3548,51.1839,Mar12,2020,3,12
Guangxi,China,2020-03-12T00:33:06,252,2,241,23.8298,108.7881,Mar12,2020,3,12
Shaanxi,China,2020-03-12T01:33:02,245,2,232,35.1917,108.8701,Mar12,2020,3,12
California,US,2020-03-12T23:44:33,221,4,6,36.1162,-119.6816,Mar12,2020,3,12
,Bahrain,2020-03-11T22:33:03,195,0,35,26.0275,50.55,Mar12,2020,3,12
,Singapore,2020-03-11T13:53:24,178,0,96,1.2833,103.8333,Mar12,2020,3,12
Yunnan,China,2020-03-11T02:18:14,174,2,170,24.974,101.487,Mar12,2020,3,12
