Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,datetime,date,year,month,day,hr,min
Hubei,Mainland China,2/1/2020 11:53,7153,249,168,2020-02-01 18:00:00,Feb01,2020,2,1,18,0
Zhejiang,Mainland China,2/1/2020 10:53,599,0,21,2020-02-01 18:00:00,Feb01,2020,2,1,18,0
Guangdong,Mainland China,2/1/2020 14:23,535,0,14,2020-02-01 18:00:00,Feb01,2020,2,1,18,0
Henan,Mainland China,2/1/2020 1:52,422,2,3,2020-02-01 18:00:00,Feb01,2020,2,1,18,0
Hunan,Mainland China,2/1/2020 11:03,389,0,8,2020-02-01 18:00:00,Feb01,2020,2,1,18,0
Anhui,Mainland China,2/1/2020 13:33,297,0,5,2020-02-01 18:00:00,Feb01,2020,2,1,18,0
Jiangxi,Mainland China,2/1/2020 1:52,286,0,9,2020-02-01 18:00:00,Feb01,2020,2,1,18,0
Chongqing,Mainland China,2/1/2020 8:43,247,1,3,2020-02-01 18:00:00,Feb01,2020,2,1,18,0
Sichuan,Mainland China,2/1/2020 1:52,207,1,3,2020-02-01 18:00:00,Feb01,2020,2,1,18,0
Shandong,Mainland China,2/1/2020 7:51,206,0,3,2020-02-01 18:00:00,Feb01,2020,2,1,18,0
Jiangsu,Mainland China,2/1/2020 14:03,202,0,6,2020-02-01 18:00:00,Feb01,2020,2,1,18,0
Shanghai,Mainland China,2/1/2020 6:05,169,1,10,2020-02-01 18:00:00,Feb01,2020,2,1,18,0
Beijing,Mainland China,2/1/2020 9:17,168,1,9,2020-02-01 18:00:00,Feb01,2020,2,1,18,0
Fujian,Mainland China,2/1/2020 5:37,144,0,0,2020-02-01 18:00:00,Feb01,2020,2,1,18,0
Shaanxi,Mainland China,2/1/2020 5:37,101,0,0,2020-02-01 18:00:00,Feb01,2020,2,1,18,0
Guangxi,Mainland China,2/1/2020 1:52,100,0,2,2020-02-01 18:00:00,Feb01,2020,2,1,18,0
Hebei,Mainland China,2/1/2020 1:52,96,1,0,2020-02-01 18:00:00,Feb01,2020,2,1,18,0
Yunnan,Mainland China,2/1/2020 15:53,93,0,2,2020-02-01 18:00:00,Feb01,2020,2,1,18,0
Heilongjiang,Mainland China,2/1/2020 10:33,80,2,2,2020-02-01 18:00:00,Feb01,2020,2,1,18,0
Liaoning,Mainland China,2/1/2020 15:23,64,0,1,2020-02-01 18:00:00,Feb01,2020,2,1,18,0
Hainan,Mainland China,2/1/2020 8:43,62,1,1,2020-02-01 18:00:00,Feb01,2020,2,1,18,0
Shanxi,Mainland China,2/1/2020 1:52,47,0,1,2020-02-01 18:00:00,Feb01,2020,2,1,18,0
Tianjin,Mainland China,2/1/2020 15:43,41,0,0,2020-02-01 18:00:00,Feb01,2020,2,1,18,0
Gansu,Mainland China,2/1/2020 15:43,40,0,0,2020-02-01 18:00:00,Feb01,2020,2,1,18,0
Guizhou,Mainland China,1/31/2020 15:20,29,0,2,2020-02-01 18:00:00,Feb01,2020,2,1,18,0
Ningxia,Mainland China,2/1/2020 2:13,26,0,0,2020-02-01 18:00:00,Feb01,2020,2,1,18,0
Inner Mongolia,Mainland China,2/1/2020 5:37,23,0,1,2020-02-01 18:00:00,Feb01,2020,2,1,18,0
,Japan,2/1/2020 18:53,20,0,1,2020-02-01 18:00:00,Feb01,2020,2,1,18,0
,Thailand,1/31/2020 10:37,19,0,5,2020-02-01 18:00:00,Feb01,2020,2,1,18,0
Xinjiang,Mainland China,2/1/2020 5:37,18,0,0,2020-02-01 18:00:00,Feb01,2020,2,1,18,0
Jilin,Mainland China,2/1/2020 1:52,17,0,1,2020-02-01 18:00:00,Feb01,2020,2,1,18,0
,Singapore,2/1/2020 5:37,16,0,0,2020-02-01 18:00:00,Feb01,2020,2,1,18,0
Hong Kong,Hong Kong,2/1/2020 5:37,13,0,0,2020-02-01 18:00:00,Feb01,2020,2,1,18,0
,South Korea,2/1/2020 10:43,12,0,0,2020-02-01 18:00:00,Feb01,2020,2,1,18,0
Taiwan,Taiwan,1/31/2020 15:20,10,0,0,2020-02-01 18:00:00,Feb01,2020,2,1,18,0
Qinghai,Mainland China,2/1/2020 5:37,9,0,0,2020-02-01 18:00:00,Feb01,2020,2,1,18,0
,Malaysia,1/31/2020 8:15,8,0,0,2020-02-01 18:00:00,Feb01,2020,2,1,18,0
,Germany,2/1/2020 18:33,8,0,0,2020-02-01 18:00:00,Feb01,2020,2,1,18,0
Macau,Macau,1/31/2020 8:15,7,0,0,2020-02-01 18:00:00,Feb01,2020,2,1,18,0
,France,2/1/2020 1:52,6,0,0,2020-02-01 18:00:00,Feb01,2020,2,1,18,0
,Vietnam,2/1/2020 7:38,6,0,1,2020-02-01 18:00:00,Feb01,2020,2,1,18,0
New South Wales,Australia,2/1/2020 18:12,4,0,2,2020-02-01 18:00:00,Feb01,2020,2,1,18,0
Victoria,Australia,2/1/2020 18:12,4,0,0,2020-02-01 18:00:00,Feb01,2020,2,1,18,0
,United Arab Emirates,1/31/2020 8:15,4,0,0,2020-02-01 18:00:00,Feb01,2020,2,1,18,0
Queensland,Australia,2/1/2020 18:12,3,0,0,2020-02-01 18:00:00,Feb01,2020,2,1,18,0
Ontario,Canada,2/1/2020 18:12,3,0,0,2020-02-01 18:00:00,Feb01,2020,2,1,18,0
,Italy,1/31/2020 8:15,2,0,0,2020-02-01 18:00:00,Feb01,2020,2,1,18,0
,Russia,1/31/2020 16:13,2,0,0,2020-02-01 18:00:00,Feb01,2020,2,1,18,0
,UK,2/1/2020 1:52,2,0,0,2020-02-01 18:00:00,Feb01,2020,2,1,18,0
"Chicago, IL",US,2/1/2020 19:43,2,0,0,2020-02-01 18:00:00,Feb01,2020,2,1,18,0
South Australia,Australia,2/1/2020 18:12,1,0,0,2020-02-01 18:00:00,Feb01,2020,2,1,18,0
,Cambodia,1/31/2020 8:15,1,0,0,2020-02-01 18:00:00,Feb01,2020,2,1,18,0
British Columbia,Canada,2/1/2020 18:12,1,0,0,2020-02-01 18:00:00,Feb01,2020,2,1,18,0
,Finland,1/31/2020 8:15,1,0,0,2020-02-01 18:00:00,Feb01,2020,2,1,18,0
,India,1/31/2020 8:15,1,0,0,2020-02-01 18:00:00,Feb01,2020,2,1,18,0
Tibet,Mainland China,2/1/2020 1:52,1,0,0,2020-02-01 18:00:00,Feb01,2020,2,1,18,0
,Nepal,1/31/2020 8:15,1,0,0,2020-02-01 18:00:00,Feb01,2020,2,1,18,0
,Philippines,2/1/2020 17:43,1,0,0,2020-02-01 18:00:00,Feb01,2020,2,1,18,0
,Spain,2/1/2020 2:13,1,0,0,2020-02-01 18:00:00,Feb01,2020,2,1,18,0
,Sri Lanka,1/31/2020 8:15,1,0,0,2020-02-01 18:00:00,Feb01,2020,2,1,18,0
,Sweden,2/1/2020 2:13,1,0,0,2020-02-01 18:00:00,Feb01,2020,2,1,18,0
"Boston, MA",US,2/1/2020 19:43,1,0,0,2020-02-01 18:00:00,Feb01,2020,2,1,18,0
