Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,date,year,month,day,Latitude,Longitude
Hubei,Mainland China,2020-02-21T13:03:09,62662,2144,11881,Feb21,2020,2,21,30.9756,112.2707
Guangdong,Mainland China,2020-02-21T10:13:09,1333,5,690,Feb21,2020,2,21,23.3417,113.4244
Henan,Mainland China,2020-02-21T13:43:02,1267,19,736,Feb21,2020,2,21,33.882,113.614
Zhejiang,Mainland China,2020-02-21T10:23:02,1203,1,679,Feb21,2020,2,21,29.1832,120.0934
Hunan,Mainland China,2020-02-21T15:13:07,1011,4,661,Feb21,2020,2,21,27.6104,111.7088
Anhui,Mainland China,2020-02-21T10:13:09,988,6,539,Feb21,2020,2,21,31.8257,117.2264
Jiangxi,Mainland China,2020-02-21T01:13:05,934,1,489,Feb21,2020,2,21,27.614,115.7221
Shandong,Mainland China,2020-02-21T10:23:02,749,4,281,Feb21,2020,2,21,36.3427,118.1498
Diamond Princess cruise ship,Others,2020-02-20T15:53:03,634,2,1,Feb21,2020,2,21,35.4437,139.638
Jiangsu,Mainland China,2020-02-21T11:43:01,631,0,373,Feb21,2020,2,21,32.9711,119.455
Chongqing,Mainland China,2020-02-21T23:13:14,572,6,316,Feb21,2020,2,21,30.0572,107.874
Sichuan,Mainland China,2020-02-21T12:53:01,525,3,231,Feb21,2020,2,21,30.6171,102.7103
Heilongjiang,Mainland China,2020-02-21T11:43:01,479,12,175,Feb21,2020,2,21,47.862,127.7615
Beijing,Mainland China,2020-02-21T01:03:09,396,4,169,Feb21,2020,2,21,40.1824,116.4142
Shanghai,Mainland China,2020-02-21T05:53:01,334,2,211,Feb21,2020,2,21,31.202,121.4491
Hebei,Mainland China,2020-02-21T12:53:01,308,5,184,Feb21,2020,2,21,38.0428,114.5149
Fujian,Mainland China,2020-02-21T11:43:01,293,1,149,Feb21,2020,2,21,26.0789,117.9874
Guangxi,Mainland China,2020-02-21T11:43:01,246,2,97,Feb21,2020,2,21,23.8298,108.7881
Shaanxi,Mainland China,2020-02-21T11:43:01,245,1,134,Feb21,2020,2,21,35.1917,108.8701
,South Korea,2020-02-21T13:43:02,204,2,16,Feb21,2020,2,21,36.0,128.0
Yunnan,Mainland China,2020-02-21T06:23:04,174,2,96,Feb21,2020,2,21,24.974,101.487
Hainan,Mainland China,2020-02-21T10:13:09,168,4,95,Feb21,2020,2,21,19.1959,109.7453
Guizhou,Mainland China,2020-02-21T12:53:01,146,2,77,Feb21,2020,2,21,26.8154,106.8748
Shanxi,Mainland China,2020-02-21T23:33:06,132,0,78,Feb21,2020,2,21,37.5777,112.2922
Tianjin,Mainland China,2020-02-21T12:53:01,132,3,62,Feb21,2020,2,21,39.3054,117.323
Liaoning,Mainland China,2020-02-21T01:33:02,121,1,61,Feb21,2020,2,21,41.2956,122.6085
,Japan,2020-02-21T19:03:06,105,1,22,Feb21,2020,2,21,36.0,138.0
Gansu,Mainland China,2020-02-21T15:13:07,91,2,76,Feb21,2020,2,21,36.0611,103.8343
Jilin,Mainland China,2020-02-21T10:13:09,91,1,45,Feb21,2020,2,21,43.6661,126.1923
,Singapore,2020-02-21T03:43:02,85,0,37,Feb21,2020,2,21,1.2833,103.8333
Xinjiang,Mainland China,2020-02-21T13:43:02,76,1,24,Feb21,2020,2,21,41.1129,85.2401
