Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Latitude,Longitude,date,year,month,day
Hubei,Mainland China,2020-03-04T12:53:03,67332,2871,38557,30.9756,112.2707,Mar04,2020,3,4
,South Korea,2020-03-04T19:23:03,5621,35,41,36.0,128.0,Mar04,2020,3,4
,Italy,2020-03-04T19:23:03,3089,107,276,43.0,12.0,Mar04,2020,3,4
,Iran,2020-03-04T12:33:03,2922,92,552,32.0,53.0,Mar04,2020,3,4
Guangdong,Mainland China,2020-03-04T10:03:19,1350,7,1133,23.3417,113.4244,Mar04,2020,3,4
Henan,Mainland China,2020-03-04T00:33:05,1272,22,1234,33.882,113.614,Mar04,2020,3,4
Zhejiang,Mainland China,2020-03-04T10:03:19,1213,1,1114,29.1832,120.0934,Mar04,2020,3,4
Hunan,Mainland China,2020-03-04T15:43:02,1018,4,916,27.6104,111.7088,Mar04,2020,3,4
Anhui,Mainland China,2020-03-04T10:03:19,990,6,956,31.8257,117.2264,Mar04,2020,3,4
Jiangxi,Mainland China,2020-03-04T01:33:07,935,1,884,27.614,115.7221,Mar04,2020,3,4
Shandong,Mainland China,2020-03-04T12:53:03,758,6,516,36.3427,118.1498,Mar04,2020,3,4
Diamond Princess cruise ship,Others,2020-03-03T03:13:06,706,6,10,35.4437,139.638,Mar04,2020,3,4
Jiangsu,Mainland China,2020-03-04T12:53:03,631,0,577,32.9711,119.455,Mar04,2020,3,4
Chongqing,Mainland China,2020-03-04T23:23:01,576,6,502,30.0572,107.874,Mar04,2020,3,4
Sichuan,Mainland China,2020-03-04T12:53:03,538,3,406,30.6171,102.7103,Mar04,2020,3,4
Heilongjiang,Mainland China,2020-03-04T12:53:03,480,13,373,47.862,127.7615,Mar04,2020,3,4
Beijing,Mainland China,2020-03-04T23:23:01,418,8,297,40.1824,116.4142,Mar04,2020,3,4
Shanghai,Mainland China,2020-03-04T04:13:08,338,3,298,31.202,121.4491,Mar04,2020,3,4
,Japan,2020-03-04T19:23:03,331,6,43,36.0,138.0,Mar04,2020,3,4
Hebei,Mainland China,2020-03-04T10:03:19,318,6,301,38.0428,114.5149,Mar04,2020,3,4
Fujian,Mainland China,2020-03-04T12:53:03,296,1,270,26.0789,117.9874,Mar04,2020,3,4
,France,2020-03-04T20:43:02,285,4,12,47.0,2.0,Mar04,2020,3,4
,Germany,2020-03-04T19:33:03,262,0,16,51.0,9.0,Mar04,2020,3,4
Guangxi,Mainland China,2020-03-04T00:13:08,252,2,210,23.8298,108.7881,Mar04,2020,3,4
Shaanxi,Mainland China,2020-03-04T15:43:03,245,1,223,35.1917,108.8701,Mar04,2020,3,4
,Spain,2020-03-04T20:43:02,222,2,2,40.0,-4.0,Mar04,2020,3,4
Yunnan,Mainland China,2020-03-03T03:43:02,174,2,169,24.974,101.487,Mar04,2020,3,4
Hainan,Mainland China,2020-03-04T10:03:19,168,5,158,19.1959,109.7453,Mar04,2020,3,4
Guizhou,Mainland China,2020-03-02T01:13:06,146,2,114,26.8154,106.8748,Mar04,2020,3,4
Tianjin,Mainland China,2020-03-03T11:43:02,136,3,124,39.3054,117.323,Mar04,2020,3,4
Shanxi,Mainland China,2020-03-03T23:13:05,133,0,124,37.5777,112.2922,Mar04,2020,3,4
Liaoning,Mainland China,2020-03-03T14:33:03,125,1,106,41.2956,122.6085,Mar04,2020,3,4
,Singapore,2020-03-03T15:23:03,110,0,78,1.2833,103.8333,Mar04,2020,3,4
Hong Kong,Hong Kong,2020-03-04T23:23:01,105,2,37,22.3,114.2,Mar04,2020,3,4
Jilin,Mainland China,2020-03-04T10:03:19,93,1,86,43.6661,126.1923,Mar04,2020,3,4
Gansu,Mainland China,2020-03-04T15:43:03,91,2,87,36.0611,103.8343,Mar04,2020,3,4
,Switzerland,2020-03-04T19:33:03,90,0,3,46.8182,8.2275,Mar04,2020,3,4
,UK,2020-03-04T19:33:03,85,0,8,55.0,-3.0,Mar04,2020,3,4
Xinjiang,Mainland China,2020-03-04T15:43:03,76,3,69,41.1129,85.2401,Mar04,2020,3,4
Inner Mongolia,Mainland China,2020-03-04T15:43:03,75,1,63,44.0935,113.9448,Mar04,2020,3,4
Ningxia,Mainland China,2020-03-04T01:33:07,75,0,69,37.2692,106.1655,Mar04,2020,3,4
,Kuwait,2020-03-02T20:33:02,56,0,0,29.5,47.75,Mar04,2020,3,4
,Norway,2020-03-04T19:33:03,56,0,0,60.472,8.4689,Mar04,2020,3,4
,Bahrain,2020-03-04T19:33:03,52,0,0,26.0275,50.55,Mar04,2020,3,4
,Malaysia,2020-03-04T13:03:08,50,0,22,2.5,112.5,Mar04,2020,3,4
Unassigned Location (From Diamond Princess),US,2020-03-02T19:53:03,45,0,0,35.4437,139.638,Mar04,2020,3,4
,Thailand,2020-03-02T06:23:04,43,1,31,15.0,101.0,Mar04,2020,3,4
Taiwan,Taiwan,2020-03-03T06:43:02,42,1,12,23.7,121.0,Mar04,2020,3,4
,Netherlands,2020-03-04T12:33:03,38,0,0,52.1326,5.2913,Mar04,2020,3,4
,Iraq,2020-03-04T20:43:02,35,2,0,33.0,44.0,Mar04,2020,3,4
,Sweden,2020-03-04T12:33:03,35,0,0,63.0,16.0,Mar04,2020,3,4
"King County, WA",US,2020-03-04T19:53:02,31,9,1,47.548,-121.9836,Mar04,2020,3,4
,Austria,2020-03-04T19:33:03,29,0,0,47.5162,14.5501,Mar04,2020,3,4
,India,2020-03-04T12:33:03,28,0,3,21.0,78.0,Mar04,2020,3,4
,United Arab Emirates,2020-03-03T23:43:02,27,0,5,24.0,54.0,Mar04,2020,3,4
,Iceland,2020-03-04T19:33:03,26,0,0,64.9631,-19.0208,Mar04,2020,3,4
,Belgium,2020-03-04T12:33:03,23,0,1,50.8333,4.0,Mar04,2020,3,4
New South Wales,Australia,2020-03-04T20:43:03,22,1,4,-33.8688,151.2093,Mar04,2020,3,4
"Toronto, ON",Canada,2020-03-03T20:03:08,19,0,2,43.6532,-79.3832,Mar04,2020,3,4
Qinghai,Mainland China,2020-02-21T04:43:02,18,0,18,35.7452,95.9956,Mar04,2020,3,4
,San Marino,2020-03-04T19:33:03,16,1,0,43.9424,12.4578,Mar04,2020,3,4
,Vietnam,2020-02-25T08:53:02,16,0,16,16.0,108.0,Mar04,2020,3,4
,Israel,2020-03-04T12:43:03,15,0,1,31.0,35.0,Mar04,2020,3,4
,Oman,2020-03-04T19:33:03,15,0,2,21.0,57.0,Mar04,2020,3,4
,Lebanon,2020-03-04T16:53:02,13,0,1,33.8547,35.8623,Mar04,2020,3,4
,Algeria,2020-03-04T19:33:03,12,0,0,28.0339,1.6596,Mar04,2020,3,4
British Columbia,Canada,2020-03-04T04:23:05,12,0,3,49.2827,-123.1207,Mar04,2020,3,4
Queensland,Australia,2020-03-03T15:23:03,11,0,1,-28.0167,153.4,Mar04,2020,3,4
"Santa Clara, CA",US,2020-03-03T23:33:03,11,0,1,37.3541,-121.9552,Mar04,2020,3,4
Victoria,Australia,2020-03-04T12:43:03,10,0,4,-37.8136,144.9631,Mar04,2020,3,4
,Croatia,2020-03-04T16:53:02,10,0,0,45.1667,15.5,Mar04,2020,3,4
,Denmark,2020-03-04T00:03:15,10,0,0,56.2639,9.5018,Mar04,2020,3,4
,Ecuador,2020-03-04T19:33:03,10,0,0,-1.8312,-78.1834,Mar04,2020,3,4
Macau,Macau,2020-03-03T12:33:02,10,0,9,22.1667,113.55,Mar04,2020,3,4
"Westchester County, NY",US,2020-03-04T21:23:10,10,0,0,41.122,-73.7949,Mar04,2020,3,4
,Greece,2020-03-04T19:33:03,9,0,0,39.0742,21.8243,Mar04,2020,3,4
,Czech Republic,2020-03-04T19:33:03,8,0,0,49.8175,15.473,Mar04,2020,3,4
,Qatar,2020-03-04T00:03:15,8,0,0,25.3548,51.1839,Mar04,2020,3,4
"Snohomish County, WA",US,2020-03-04T19:53:02,8,1,0,48.033,-121.8339,Mar04,2020,3,4
"Los Angeles, CA",US,2020-03-04T18:13:18,7,0,0,34.0522,-118.2437,Mar04,2020,3,4
,Belarus,2020-03-04T12:43:03,6,0,0,53.7098,27.9534,Mar04,2020,3,4
,Finland,2020-03-01T23:23:02,6,0,1,64.0,26.0,Mar04,2020,3,4
,Ireland,2020-03-04T21:13:07,6,0,0,53.1424,-7.6921,Mar04,2020,3,4
South Australia,Australia,2020-03-04T21:03:07,5,0,2,-34.9285,138.6007,Mar04,2020,3,4
,Mexico,2020-03-03T10:03:04,5,0,1,23.0,-102.0,Mar04,2020,3,4
,Pakistan,2020-03-03T04:33:03,5,0,0,30.3753,69.3451,Mar04,2020,3,4
,Portugal,2020-03-04T12:43:03,5,0,0,39.3999,-8.2245,Mar04,2020,3,4
,Brazil,2020-03-04T20:33:02,4,0,0,-14.235,-51.9253,Mar04,2020,3,4
,Romania,2020-03-04T00:53:02,4,0,1,46.0,25.0,Mar04,2020,3,4
,Senegal,2020-03-04T20:43:02,4,0,0,14.4974,-14.4524,Mar04,2020,3,4
"Cook County, IL",US,2020-03-02T20:33:02,4,0,2,41.7377,-87.6976,Mar04,2020,3,4
,Azerbaijan,2020-03-01T02:43:03,3,0,0,40.1431,47.5769,Mar04,2020,3,4
,Georgia,2020-03-01T15:43:03,3,0,0,42.3154,43.3569,Mar04,2020,3,4
,New Zealand,2020-03-04T20:13:11,3,0,0,-40.9006,174.886,Mar04,2020,3,4
,Philippines,2020-02-12T07:43:02,3,1,1,13.0,122.0,Mar04,2020,3,4
,Russia,2020-03-02T21:23:04,3,0,2,60.0,90.0,Mar04,2020,3,4
,Saint Barthelemy,2020-03-04T02:43:03,3,0,0,17.9,-62.8333,Mar04,2020,3,4
"Orange County, CA",US,2020-03-04T02:13:11,3,0,0,33.7879,-117.8531,Mar04,2020,3,4
Western Australia,Australia,2020-03-01T02:43:03,2,1,0,-31.9505,115.8605,Mar04,2020,3,4
,Egypt,2020-03-01T23:33:03,2,0,1,26.0,30.0,Mar04,2020,3,4
,Estonia,2020-03-03T23:53:03,2,0,0,58.5953,25.0136,Mar04,2020,3,4
,Hungary,2020-03-04T19:33:03,2,0,0,47.1625,19.5033,Mar04,2020,3,4
,Indonesia,2020-03-02T18:03:04,2,0,0,-0.7893,113.9213,Mar04,2020,3,4
"Fulton County, GA",US,2020-03-03T03:33:02,2,0,0,33.8034,-84.3963,Mar04,2020,3,4
"Grafton County, NH",US,2020-03-03T23:33:03,2,0,0,43.9088,-71.826,Mar04,2020,3,4
"Hillsborough, FL",US,2020-03-03T18:33:02,2,0,0,27.9904,-82.3018,Mar04,2020,3,4
"Placer County, CA",US,2020-03-04T19:53:02,2,1,0,39.0916,-120.8039,Mar04,2020,3,4
"Providence, RI",US,2020-03-02T03:43:02,2,0,0,41.824,-71.4128,Mar04,2020,3,4
"Sacramento County, CA",US,2020-02-27T20:33:02,2,0,0,38.4747,-121.3542,Mar04,2020,3,4
"San Benito, CA",US,2020-02-03T03:53:02,2,0,0,36.5761,-120.9876,Mar04,2020,3,4
"San Diego County, CA",US,2020-02-21T05:43:02,2,0,1,32.7157,-117.1611,Mar04,2020,3,4
"San Mateo, CA",US,2020-03-03T00:43:02,2,0,0,37.563,-122.3255,Mar04,2020,3,4
"Washington County, OR",US,2020-03-03T03:03:02,2,0,0,45.547,-123.1386,Mar04,2020,3,4
,Afghanistan,2020-02-24T23:33:02,1,0,0,33.0,65.0,Mar04,2020,3,4
,Andorra,2020-03-02T20:23:16,1,0,0,42.5063,1.5218,Mar04,2020,3,4
,Argentina,2020-03-04T01:33:07,1,0,0,-38.4161,-63.6167,Mar04,2020,3,4
,Armenia,2020-03-01T19:53:02,1,0,0,40.0691,45.0382,Mar04,2020,3,4
Northern Territory,Australia,2020-03-04T19:43:02,1,0,0,-12.4634,130.8456,Mar04,2020,3,4
Tasmania,Australia,2020-03-02T20:53:02,1,0,0,-41.4545,145.9707,Mar04,2020,3,4
,Cambodia,2020-02-12T07:43:02,1,0,1,11.55,104.9167,Mar04,2020,3,4
" Montreal, QC",Canada,2020-02-28T05:23:07,1,0,0,45.5017,-73.5673,Mar04,2020,3,4
"London, ON",Canada,2020-02-12T18:53:03,1,0,1,42.9849,-81.2453,Mar04,2020,3,4
,Chile,2020-03-04T01:33:07,1,0,0,-35.6751,-71.543,Mar04,2020,3,4
,Dominican Republic,2020-03-02T16:33:02,1,0,0,18.7357,-70.1627,Mar04,2020,3,4
,Faroe Islands,2020-03-04T12:53:03,1,0,0,61.8926,-6.9118,Mar04,2020,3,4
