Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,date,year,month,day,Latitude,Longitude
Hubei,Mainland China,1/27/20 23:59,1423,76.0,45.0,Jan27,2020,1,27,30.9756,112.2707
Guangdong,Mainland China,1/27/20 23:59,151,,4.0,Jan27,2020,1,27,23.3417,113.4244
Zhejiang,Mainland China,1/27/20 23:59,128,,1.0,Jan27,2020,1,27,29.1832,120.0934
Henan,Mainland China,1/27/20 23:59,128,1.0,,Jan27,2020,1,27,33.882,113.614
Chongqing,Mainland China,1/27/20 23:59,110,,,Jan27,2020,1,27,30.0572,107.874
Hunan,Mainland China,1/27/20 23:59,100,,,Jan27,2020,1,27,27.6104,111.7088
Beijing,Mainland China,1/27/20 23:59,80,1.0,2.0,Jan27,2020,1,27,40.1824,116.4142
Shandong,Mainland China,1/27/20 23:59,75,,,Jan27,2020,1,27,36.3427,118.1498
Jiangxi,Mainland China,1/27/20 23:59,72,,2.0,Jan27,2020,1,27,27.614,115.7221
Anhui,Mainland China,1/27/20 23:59,70,,,Jan27,2020,1,27,31.8257,117.2264
Sichuan,Mainland China,1/27/20 23:59,69,,,Jan27,2020,1,27,30.6171,102.7103
Fujian,Mainland China,1/27/20 23:59,59,,,Jan27,2020,1,27,26.0789,117.9874
Shanghai,Mainland China,1/27/20 23:59,53,1.0,3.0,Jan27,2020,1,27,31.202,121.4491
Jiangsu,Mainland China,1/27/20 23:59,47,,1.0,Jan27,2020,1,27,32.9711,119.455
Guangxi,Mainland China,1/27/20 23:59,46,,,Jan27,2020,1,27,23.8298,108.7881
Shaanxi,Mainland China,1/27/20 23:59,35,,,Jan27,2020,1,27,35.1917,108.8701
Hainan,Mainland China,1/27/20 23:59,33,1.0,,Jan27,2020,1,27,19.1959,109.7453
Liaoning,Mainland China,1/27/20 23:59,27,,,Jan27,2020,1,27,41.2956,122.6085
Yunnan,Mainland China,1/27/20 23:59,26,,,Jan27,2020,1,27,24.974,101.487
Tianjin,Mainland China,1/27/20 23:59,23,,,Jan27,2020,1,27,39.3054,117.323
Heilongjiang,Mainland China,1/27/20 23:59,21,1.0,,Jan27,2020,1,27,47.862,127.7615
Hebei,Mainland China,1/27/20 23:59,18,1.0,,Jan27,2020,1,27,38.0428,114.5149
Gansu,Mainland China,1/27/20 23:59,14,,,Jan27,2020,1,27,36.0611,103.8343
Shanxi,Mainland China,1/27/20 23:59,13,,,Jan27,2020,1,27,37.5777,112.2922
Inner Mongolia,Mainland China,1/27/20 23:59,11,,,Jan27,2020,1,27,44.0935,113.9448
Hong Kong,Hong Kong,1/27/20 23:59,8,,,Jan27,2020,1,27,22.3,114.2
Guizhou,Mainland China,1/27/20 23:59,7,,,Jan27,2020,1,27,26.8154,106.8748
Ningxia,Mainland China,1/27/20 23:59,7,,,Jan27,2020,1,27,37.2692,106.1655
Jilin,Mainland China,1/27/20 23:59,6,,,Jan27,2020,1,27,43.6661,126.1923
Macau,Macau,1/27/20 23:59,6,,,Jan27,2020,1,27,22.1667,113.55
Qinghai,Mainland China,1/27/20 23:59,6,,,Jan27,2020,1,27,35.7452,95.9956
Taiwan,Taiwan,1/27/20 23:59,5,,,Jan27,2020,1,27,23.7,121.0
Xinjiang,Mainland China,1/27/20 23:59,5,,,Jan27,2020,1,27,41.1129,85.2401
Washington,US,1/27/20 23:59,1,,,Jan27,2020,1,27,47.608013,-122.335167
Illinois,US,1/27/20 23:59,1,,,Jan27,2020,1,27,40.6331,-89.3985
California,US,1/27/20 23:59,2,,,Jan27,2020,1,27,36.7783,-119.4179
Arizona,US,1/27/20 23:59,1,,,Jan27,2020,1,27,34.048927,-111.093735
,Japan,1/27/20 23:59,4,,1.0,Jan27,2020,1,27,36.0,138.0
,Thailand,1/27/20 23:59,8,,2.0,Jan27,2020,1,27,15.0,101.0
,South Korea,1/27/20 23:59,4,,,Jan27,2020,1,27,36.0,128.0
,Singapore,1/27/20 23:59,5,,,Jan27,2020,1,27,1.2833,103.8333
,Vietnam,1/27/20 23:59,2,,,Jan27,2020,1,27,16.0,108.0
,France,1/27/20 23:59,3,,,Jan27,2020,1,27,47.0,2.0
,Nepal,1/27/20 23:59,1,,,Jan27,2020,1,27,28.1667,84.25
,Malaysia,1/27/20 23:59,4,,,Jan27,2020,1,27,2.5,112.5
Ontario,Canada,1/27/20 23:59,1,,,Jan27,2020,1,27,51.2538,-85.3232
,Cambodia,1/27/20 23:59,1,,,Jan27,2020,1,27,11.55,104.9167
,Sri Lanka,1/27/20 23:59,1,,,Jan27,2020,1,27,7.0,81.0
,Ivory Coast,1/27/20 23:59,1,,,Jan27,2020,1,27,7.54,-5.5471
New South Wales,Australia,1/27/20 23:59,4,,,Jan27,2020,1,27,-33.8688,151.2093
Victoria,Australia,1/27/20 23:59,1,,,Jan27,2020,1,27,-37.8136,144.9631
