Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,date,year,month,day,Latitude,Longitude
Hubei,Mainland China,2020-02-05T23:13:12,19665,549,633,Feb05,2020,2,5,30.9756,112.2707
Guangdong,Mainland China,2020-02-05T13:23:04,895,0,49,Feb05,2020,2,5,23.3417,113.4244
Zhejiang,Mainland China,2020-02-05T15:13:02,895,0,78,Feb05,2020,2,5,29.1832,120.0934
Henan,Mainland China,2020-02-05T15:03:02,764,2,47,Feb05,2020,2,5,33.882,113.614
Hunan,Mainland China,2020-02-05T15:23:02,661,0,54,Feb05,2020,2,5,27.6104,111.7088
Jiangxi,Mainland China,2020-02-05T01:33:07,548,0,27,Feb05,2020,2,5,27.614,115.7221
Anhui,Mainland China,2020-02-05T13:43:02,530,0,23,Feb05,2020,2,5,31.8257,117.2264
Chongqing,Mainland China,2020-02-05T23:43:02,389,2,15,Feb05,2020,2,5,30.0572,107.874
Jiangsu,Mainland China,2020-02-05T12:43:02,341,0,23,Feb05,2020,2,5,32.9711,119.455
Shandong,Mainland China,2020-02-05T10:13:13,307,0,15,Feb05,2020,2,5,36.3427,118.1498
Sichuan,Mainland China,2020-02-05T10:13:13,301,1,24,Feb05,2020,2,5,30.6171,102.7103
Beijing,Mainland China,2020-02-05T05:43:02,253,1,24,Feb05,2020,2,5,40.1824,116.4142
Shanghai,Mainland China,2020-02-05T06:23:04,243,1,15,Feb05,2020,2,5,31.202,121.4491
Fujian,Mainland China,2020-02-05T12:33:01,205,0,11,Feb05,2020,2,5,26.0789,117.9874
Heilongjiang,Mainland China,2020-02-05T12:13:04,190,2,7,Feb05,2020,2,5,47.862,127.7615
Shaanxi,Mainland China,2020-02-05T08:43:01,165,0,6,Feb05,2020,2,5,35.1917,108.8701
Guangxi,Mainland China,2020-02-05T12:03:08,150,0,13,Feb05,2020,2,5,23.8298,108.7881
Hebei,Mainland China,2020-02-05T11:23:18,135,1,6,Feb05,2020,2,5,38.0428,114.5149
Yunnan,Mainland China,2020-02-05T23:33:02,128,0,5,Feb05,2020,2,5,24.974,101.487
Hainan,Mainland China,2020-02-05T16:43:04,99,1,5,Feb05,2020,2,5,19.1959,109.7453
Liaoning,Mainland China,2020-02-05T15:23:02,89,0,4,Feb05,2020,2,5,41.2956,122.6085
Shanxi,Mainland China,2020-02-05T15:23:02,81,0,5,Feb05,2020,2,5,37.5777,112.2922
Tianjin,Mainland China,2020-02-05T03:43:02,69,1,2,Feb05,2020,2,5,39.3054,117.323
Guizhou,Mainland China,2020-02-05T12:33:02,64,1,9,Feb05,2020,2,5,26.8154,106.8748
